dataset	column_name	gt_label	finetype_label	raw_pred	raw_conf	raw_rule	sharp_pred	sharp_conf	sharp_rule	raw_match	sharp_match	sharpen_changed	sharpen_effect
coverage_closure_phase_ab	yield	finance.rate.yield	finance.rate.yield	representation.numeric.percentage	1.0	multi-branch-sibling	representation.numeric.percentage	1.0	multi-branch-sibling	0	0	0	UNCHANGED
coverage_closure_phase_ab	ymd_slash	datetime.date.ymd_slash	datetime.date.ymd_slash	datetime.date.ymd_slash	1.0	multi-branch-sibling	datetime.date.ymd_slash	1.0	multi-branch-sibling	1	1	0	UNCHANGED
covid_timeseries	Country	country	geography.location.country	geography.location.country	1.0	multi-branch-sibling	geography.location.country	1.0	multi-branch-sibling	1	1	0	UNCHANGED
covid_timeseries	Date	iso date	datetime.date.iso	datetime.date.iso	1.0	multi-branch-sibling	datetime.date.iso	1.0	multi-branch-sibling	1	1	0	UNCHANGED
covid_timeseries	Recovered	number	representation.numeric.integer_number	representation.numeric.integer_number	0.8526	multi-branch-sibling	representation.numeric.integer_number	0.8526	multi-branch-sibling	1	1	0	UNCHANGED
datetime_coverage	clf_timestamp	clf timestamp	datetime.timestamp.clf	datetime.timestamp.clf	1.0	multi-branch-sibling	datetime.timestamp.clf	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_coverage	compact_dmy	compact dmy	datetime.date.compact_dmy	datetime.date.compact_dmy	0.9989	multi-branch-sibling	datetime.date.compact_dmy	0.9989	multi-branch-sibling	1	1	0	UNCHANGED
datetime_coverage	compact_ymd	compact ymd	datetime.date.compact_ymd	datetime.date.compact_ymd	0.999	multi-branch-sibling	datetime.date.compact_ymd	0.999	multi-branch-sibling	1	1	0	UNCHANGED
datetime_coverage	dmy_dash	dmy dash	datetime.date.dmy_dash	datetime.date.dmy_dash	0.5986	multi-branch-sibling	datetime.date.dmy_dash	0.5986	multi-branch-sibling	1	1	0	UNCHANGED
datetime_coverage	fiscal_year	fiscal year	datetime.period.fiscal_year	datetime.period.fiscal_year	1.0	multi-branch-sibling	datetime.period.fiscal_year	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_coverage	iso_8601_offset	iso 8601 offset	datetime.timestamp.iso_8601_offset	datetime.timestamp.iso_8601_offset	1.0	multi-branch-sibling	datetime.timestamp.iso_8601_offset	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_coverage	iso_week	iso week	datetime.date.iso_week	datetime.date.iso_week	0.7299	multi-branch-sibling	datetime.date.iso_week	0.7299	multi-branch-sibling	1	1	0	UNCHANGED
datetime_coverage	mdy_dash	mdy dash	datetime.date.mdy_dash	datetime.date.mdy_dash	0.7699	multi-branch-sibling	datetime.date.mdy_dash	0.7699	multi-branch-sibling	1	1	0	UNCHANGED
datetime_coverage	quarter	quarter	datetime.period.quarter	datetime.period.quarter	0.9998	multi-branch-sibling	datetime.period.quarter	0.9998	multi-branch-sibling	1	1	0	UNCHANGED
datetime_coverage	syslog_bsd	syslog bsd	datetime.timestamp.syslog_bsd	datetime.timestamp.syslog_bsd	0.9954	multi-branch-sibling	datetime.timestamp.syslog_bsd	0.9954	multi-branch-sibling	1	1	0	UNCHANGED
datetime_coverage	ymd_dot	ymd dot	datetime.date.ymd_dot	datetime.date.ymd_dot	0.9994	multi-branch-sibling	datetime.date.ymd_dot	0.9994	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats	day_of_week	day of week	datetime.component.day_of_week	datetime.component.day_of_week	1.0	multi-branch-sibling	datetime.component.day_of_week	1.0	day_of_week_name_detection	1	1	0	UNCHANGED
datetime_formats	duration_iso	duration	datetime.duration.iso_8601	datetime.duration.iso_8601	1.0	multi-branch-sibling	datetime.duration.iso_8601	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats	iso_date	iso date	datetime.date.iso	datetime.date.iso	1.0	multi-branch-sibling	datetime.date.iso	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats	iso_timestamp	timestamp	datetime.timestamp.iso_8601	datetime.timestamp.iso_8601	1.0	multi-branch-sibling	datetime.timestamp.iso_8601	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats	month_name	month name	datetime.component.month_name	datetime.component.month_name	0.9705	multi-branch-sibling	datetime.component.month_name	0.9705	month_name_detection	1	1	0	UNCHANGED
datetime_formats	sql_timestamp	sql timestamp	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	1.0	multi-branch-sibling	datetime.timestamp.sql_standard	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats	time_24h	time 24h	datetime.time.hm_24h	datetime.time.hms_24h	1.0	multi-branch-sibling	datetime.time.hms_24h	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats	timezone	time zone	datetime.offset.iana	datetime.offset.iana	1.0	multi-branch-sibling	datetime.offset.iana	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats	unix_epoch	time	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	1.0	multi-branch-sibling	datetime.epoch.unix_seconds	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats	unix_ms	time	datetime.epoch.unix_seconds	datetime.epoch.unix_milliseconds	0.9966	multi-branch-sibling	datetime.epoch.unix_milliseconds	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats	us_date	mdy slash	datetime.date.mdy_slash	datetime.date.mdy_slash	0.7115	multi-branch-sibling	datetime.date.mdy_slash	0.7115	date_slash_disambiguation	1	1	0	UNCHANGED
datetime_formats	utc_offset	utc offset	datetime.offset.utc	datetime.offset.utc	0.5252	multi-branch-sibling	datetime.offset.utc	0.6252	utc_offset_override_time	1	1	0	UNCHANGED
datetime_formats_extended	abbreviated_month_date	abbreviated month date	datetime.date.abbreviated_month	datetime.date.abbreviated_month	0.878	multi-branch-sibling	datetime.date.abbreviated_month	0.878	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats_extended	american_timestamp	american timestamp	datetime.timestamp.mdy_12h	datetime.timestamp.mdy_12h	1.0	multi-branch-sibling	datetime.timestamp.mdy_12h	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats_extended	eu_dot_date	eu dot date	datetime.date.dmy_dot	datetime.date.dmy_dot	1.0	multi-branch-sibling	datetime.date.dmy_dot	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats_extended	european_timestamp	european timestamp	datetime.timestamp.dmy_hm	datetime.timestamp.dmy_hm	1.0	multi-branch-sibling	datetime.timestamp.dmy_hm	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats_extended	long_full_month_date	long full month date	datetime.date.long_full_month	datetime.date.dmy_space_full	0.8022	multi-branch-sibling	datetime.date.dmy_space_full	0.8022	multi-branch-sibling	0	0	0	UNCHANGED
datetime_formats_extended	rfc_2822_timestamp	rfc 2822 timestamp	datetime.timestamp.rfc_2822	datetime.timestamp.rfc_2822	1.0	multi-branch-sibling	datetime.timestamp.rfc_2822	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats_extended	time_12h	time 12h	datetime.time.hm_12h	datetime.time.hm_12h	1.0	multi-branch-sibling	datetime.time.hm_12h	1.0	multi-branch-sibling	1	1	0	UNCHANGED
datetime_formats_extended	time_12h_seconds	time 12h seconds	datetime.time.hms_12h	datetime.time.hms_12h	1.0	multi-branch-sibling	datetime.time.hms_12h	1.0	multi-branch-sibling	1	1	0	UNCHANGED
earthquakes_2024	depthError	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.8461	multi-branch-sibling	representation.numeric.decimal_number	0.8461	multi-branch-sibling	1	1	0	UNCHANGED
earthquakes_2024	dmin	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9554	multi-branch-sibling	representation.numeric.decimal_number	0.9554	multi-branch-sibling	1	1	0	UNCHANGED
earthquakes_2024	gap	decimal number	representation.numeric.decimal_number	representation.numeric.integer_number	0.4711	multi-branch-sibling	representation.numeric.integer_number	0.4711	multi-branch-sibling	1	1	0	UNCHANGED
earthquakes_2024	horizontalError	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9995	multi-branch-sibling	representation.numeric.decimal_number	0.9995	multi-branch-sibling	1	1	0	UNCHANGED
earthquakes_2024	id	alphanumeric id	representation.identifier.alphanumeric_id	geography.coordinate.geohash	0.8504	multi-branch-sibling	geography.coordinate.geohash	0.8504	multi-branch-sibling	0	0	0	UNCHANGED
earthquakes_2024	latitude	latitude	geography.coordinate.latitude	geography.coordinate.latitude	1.0	multi-branch-sibling	geography.coordinate.latitude	1.0	coordinate_disambiguation	1	1	0	UNCHANGED
earthquakes_2024	locationSource	category	representation.discrete.categorical	representation.scientific.measurement_unit	0.988	multi-branch-sibling	representation.scientific.measurement_unit	0.988	multi-branch-sibling	0	0	0	UNCHANGED
earthquakes_2024	longitude	longitude	geography.coordinate.longitude	geography.coordinate.longitude	1.0	multi-branch-sibling	geography.coordinate.longitude	1.0	coordinate_disambiguation	1	1	0	UNCHANGED
earthquakes_2024	mag	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9992	multi-branch-sibling	representation.numeric.decimal_number	0.9992	multi-branch-sibling	1	1	0	UNCHANGED
earthquakes_2024	magError	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9899	multi-branch-sibling	representation.numeric.decimal_number	0.9899	multi-branch-sibling	1	1	0	UNCHANGED
earthquakes_2024	magSource	category	representation.discrete.categorical	representation.scientific.measurement_unit	0.9871	multi-branch-sibling	representation.scientific.measurement_unit	0.9871	multi-branch-sibling	0	0	0	UNCHANGED
earthquakes_2024	magType	category	representation.discrete.categorical	technology.internet.top_level_domain	0.9985	multi-branch-sibling	technology.internet.top_level_domain	0.9985	multi-branch-sibling	0	0	0	UNCHANGED
earthquakes_2024	net	category	representation.discrete.categorical	representation.scientific.measurement_unit	0.9931	multi-branch-sibling	representation.scientific.measurement_unit	0.9931	multi-branch-sibling	0	0	0	UNCHANGED
earthquakes_2024	place	address	geography.address.full_address	geography.address.full_address	0.9135	multi-branch-sibling	geography.address.full_address	0.9135	multi-branch-sibling	1	1	0	UNCHANGED
earthquakes_2024	rms	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	1.0	multi-branch-sibling	representation.numeric.decimal_number	1.0	multi-branch-sibling	1	1	0	UNCHANGED
earthquakes_2024	status	status	representation.discrete.categorical	technology.internet.top_level_domain	0.9975	multi-branch-sibling	technology.internet.top_level_domain	0.9975	multi-branch-sibling	0	0	0	UNCHANGED
earthquakes_2024	time	iso timestamp milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	1.0	multi-branch-sibling	datetime.timestamp.iso_8601_milliseconds	1.0	multi-branch-sibling	1	1	0	UNCHANGED
earthquakes_2024	type	category	representation.discrete.categorical	geography.location.region	0.7441	multi-branch-sibling	geography.location.region	0.7441	multi-branch-sibling	0	0	0	UNCHANGED
earthquakes_2024	updated	iso timestamp milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	1.0	multi-branch-sibling	datetime.timestamp.iso_8601_milliseconds	1.0	multi-branch-sibling	1	1	0	UNCHANGED
ecommerce_orders	currency	currency	finance.currency.currency_code	finance.currency.currency_code	1.0	multi-branch-sibling	finance.currency.currency_code	1.0	multi-branch-sibling	1	1	0	UNCHANGED
ecommerce_orders	customer_email	email	identity.person.email	identity.person.email	1.0	multi-branch-sibling	identity.person.email	1.0	multi-branch-sibling	1	1	0	UNCHANGED
ecommerce_orders	is_gift	boolean	representation.boolean.binary	representation.boolean.terms	0.9986	multi-branch-sibling	representation.boolean.terms	0.9986	boolean_subtype_terms	1	1	0	UNCHANGED
ecommerce_orders	order_date	iso date	datetime.date.iso	datetime.date.iso	1.0	multi-branch-sibling	datetime.date.iso	1.0	multi-branch-sibling	1	1	0	UNCHANGED
ecommerce_orders	order_id	code	representation.identifier.alphanumeric_id	finance.securities.sedol	0.5103	multi-branch-sibling	finance.securities.sedol	0.5103	multi-branch-sibling	0	0	0	UNCHANGED
ecommerce_orders	shipping_country	country	geography.location.country	geography.location.country	1.0	multi-branch-sibling	geography.location.country	1.0	multi-branch-sibling	1	1	0	UNCHANGED
ecommerce_orders	status	status	representation.discrete.categorical	datetime.component.periodicity	0.9247	multi-branch-sibling	datetime.component.periodicity	0.9247	multi-branch-sibling	0	0	0	UNCHANGED
ecommerce_orders	tracking_url	url	technology.internet.url	technology.internet.url	1.0	multi-branch-sibling	technology.internet.url	1.0	multi-branch-sibling	1	1	0	UNCHANGED
ecommerce_orders_json	currency	currency code	finance.currency.currency_code	finance.currency.currency_code	1.0	multi-branch-sibling	finance.currency.currency_code	1.0	multi-branch-sibling	1	1	0	UNCHANGED
ecommerce_orders_json	customer_email	email	identity.person.email	identity.person.email	0.9949	multi-branch-sibling	identity.person.email	1.0	multi-branch-sibling	1	1	0	UNCHANGED
ecommerce_orders_json	is_express	boolean	representation.boolean.binary	representation.boolean.terms	0.9998	multi-branch-sibling	representation.boolean.terms	0.9998	boolean_subtype_terms	1	1	0	UNCHANGED
ecommerce_orders_json	order_date	iso timestamp	datetime.timestamp.iso_8601	datetime.timestamp.iso_8601	0.9997	multi-branch-sibling	datetime.timestamp.iso_8601	1.0	multi-branch-sibling	1	1	0	UNCHANGED
ecommerce_orders_json	order_id	alphanumeric id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.9926	multi-branch-sibling	representation.identifier.alphanumeric_id	0.9926	multi-branch-sibling	1	1	0	UNCHANGED
ecommerce_orders_json	product	category	representation.discrete.categorical	representation.text.entity_name	0.8289	multi-branch-sibling	representation.text.entity_name	0.8289	multi-branch-sibling	0	0	0	UNCHANGED
ecommerce_orders_json	quantity	number	representation.numeric.integer_number	representation.numeric.integer_number	0.9761	multi-branch-sibling	representation.numeric.integer_number	0.9761	header_hint:quantity	1	1	0	UNCHANGED
ecommerce_orders_json	status	status	representation.discrete.categorical	representation.text.word	0.7491	multi-branch-sibling	representation.text.word	0.7491	multi-branch-sibling	0	0	0	UNCHANGED
ecommerce_orders_json	total	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	1.0	multi-branch-sibling	representation.numeric.decimal_number	1.0	multi-branch-sibling	1	1	0	UNCHANGED
finance_coverage	bitcoin_address	bitcoin address	finance.crypto.bitcoin_address	finance.crypto.bitcoin_address	1.0	multi-branch-sibling	finance.crypto.bitcoin_address	1.0	multi-branch-sibling	1	1	0	UNCHANGED
finance_coverage	currency_symbol	currency symbol	finance.currency.currency_symbol	finance.currency.currency_code	0.9206	multi-branch-sibling	finance.currency.currency_code	0.9206	multi-branch-sibling	1	1	0	UNCHANGED
finance_coverage	cusip	cusip	finance.securities.cusip	finance.securities.cusip	0.9995	multi-branch-sibling	finance.securities.cusip	0.9995	multi-branch-sibling	1	1	0	UNCHANGED
finance_coverage	lei	lei	finance.securities.lei	finance.securities.lei	1.0	multi-branch-sibling	finance.securities.lei	1.0	multi-branch-sibling	1	1	0	UNCHANGED
financial_data	currency	currency	finance.currency.currency_code	finance.currency.currency_code	1.0	multi-branch-sibling	finance.currency.currency_code	1.0	multi-branch-sibling	1	1	0	UNCHANGED
financial_data	date	iso date	datetime.date.iso	datetime.date.iso	1.0	multi-branch-sibling	datetime.date.iso	1.0	multi-branch-sibling	1	1	0	UNCHANGED
financial_data	dividend_yield	percentage	representation.numeric.percentage	representation.numeric.percentage	1.0	multi-branch-sibling	representation.numeric.percentage	1.0	multi-branch-sibling	1	1	0	UNCHANGED
financial_data	market_cap	value	representation.numeric.decimal_number	representation.file.file_size	0.7316	multi-branch-sibling	representation.file.file_size	0.7316	multi-branch-sibling	0	0	0	UNCHANGED
financial_data	pe_ratio	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9998	multi-branch-sibling	representation.numeric.decimal_number	0.9998	multi-branch-sibling	1	1	0	UNCHANGED
financial_data	ticker	code	representation.identifier.alphanumeric_id	geography.transportation.icao_code	1.0	multi-branch-sibling	geography.transportation.icao_code	1.0	multi-branch-sibling	0	0	0	UNCHANGED
geography_data	city	city	geography.location.city	geography.location.city	0.9928	multi-branch-sibling	geography.location.city	1.0	multi-branch-sibling	1	1	0	UNCHANGED
geography_data	coordinates	coordinates	geography.coordinate.coordinates	geography.coordinate.coordinates	1.0	multi-branch-sibling	geography.coordinate.coordinates	1.0	multi-branch-sibling	1	1	0	UNCHANGED
geography_data	country	country	geography.location.country	geography.location.country	1.0	multi-branch-sibling	geography.location.country	1.0	multi-branch-sibling	1	1	0	UNCHANGED
geography_data	country_code	country code	geography.location.country_code	geography.location.country_code	0.9998	multi-branch-sibling	geography.location.country_code	1.0	multi-branch-sibling	1	1	0	UNCHANGED
geography_data	full_address	address	geography.address.full_address	geography.address.full_address	0.6731	multi-branch-sibling	geography.address.full_address	0.7731	multi-branch-sibling	1	1	0	UNCHANGED
geography_data	latitude	latitude	geography.coordinate.latitude	geography.coordinate.latitude	1.0	multi-branch-sibling	geography.coordinate.latitude	1.0	coordinate_disambiguation	1	1	0	UNCHANGED
geography_data	postal_code	postal code	geography.address.postal_code	geography.address.postal_code	0.9581	multi-branch-sibling	geography.address.postal_code	1.0	multi-branch-sibling	1	1	0	UNCHANGED
geography_data	region	region	geography.location.region	geography.location.city	0.6632	multi-branch-sibling	geography.location.city	0.6632	multi-branch-sibling	0	0	0	UNCHANGED
iris	petal_length	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9983	multi-branch-sibling	representation.numeric.decimal_number	0.9983	multi-branch-sibling	1	1	0	UNCHANGED
iris	petal_width	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9923	multi-branch-sibling	representation.numeric.decimal_number	0.9923	multi-branch-sibling	1	1	0	UNCHANGED
iris	sepal_length	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9996	multi-branch-sibling	representation.numeric.decimal_number	0.9996	multi-branch-sibling	1	1	0	UNCHANGED
iris	sepal_width	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9996	multi-branch-sibling	representation.numeric.decimal_number	0.9996	multi-branch-sibling	1	1	0	UNCHANGED
medical_records	date_of_birth	iso date	datetime.date.iso	datetime.date.iso	1.0	multi-branch-sibling	datetime.date.iso	1.0	multi-branch-sibling	1	1	0	UNCHANGED
medical_records	diagnosis_code	icd10	identity.medical.icd10	identity.medical.icd10	1.0	multi-branch-sibling	identity.medical.icd10	1.0	multi-branch-sibling	1	1	0	UNCHANGED
medical_records	first_name	first name	identity.person.first_name	identity.person.first_name	1.0	multi-branch-sibling	identity.person.first_name	1.0	header_hint_cross_domain:first_name	1	1	0	UNCHANGED
medical_records	heart_rate	number	representation.numeric.integer_number	representation.numeric.integer_number	0.9729	multi-branch-sibling	representation.numeric.integer_number	1.0	multi-branch-sibling	1	1	0	UNCHANGED
medical_records	is_admitted	boolean	representation.boolean.binary	representation.boolean.terms	1.0	multi-branch-sibling	representation.boolean.terms	1.0	boolean_subtype_terms	1	1	0	UNCHANGED
medical_records	last_name	last name	identity.person.last_name	identity.person.last_name	0.95	multi-branch-sibling	identity.person.last_name	1.0	multi-branch-sibling	1	1	0	UNCHANGED
medical_records	npi	npi	identity.medical.npi	identity.medical.npi	1.0	multi-branch-sibling	identity.medical.npi	1.0	multi-branch-sibling	1	1	0	UNCHANGED
medical_records	patient_id	id	representation.identifier.increment	representation.identifier.alphanumeric_id	0.5465	multi-branch-sibling	representation.identifier.alphanumeric_id	0.5465	multi-branch-sibling	1	1	0	UNCHANGED
medical_records	temperature_f	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	1.0	multi-branch-sibling	representation.numeric.decimal_number	1.0	multi-branch-sibling	1	1	0	UNCHANGED
medical_records	visit_date	iso date	datetime.date.iso	datetime.date.iso	1.0	multi-branch-sibling	datetime.date.iso	1.0	multi-branch-sibling	1	1	0	UNCHANGED
multilingual	country	country	geography.location.country	geography.location.country	0.999	multi-branch-sibling	geography.location.country	1.0	multi-branch-sibling	1	1	0	UNCHANGED
multilingual	locale	language code	technology.code.locale_code	technology.code.locale_code	0.4843	multi-branch-sibling	technology.code.locale_code	0.4843	multi-branch-sibling	1	1	0	UNCHANGED
multilingual	name	name	identity.person.full_name	identity.person.full_name	0.988	multi-branch-sibling	identity.person.full_name	0.988	multi-branch-sibling	1	1	0	UNCHANGED
multilingual	phone	telephone	identity.person.phone_number	identity.person.phone_number	1.0	multi-branch-sibling	identity.person.phone_number	1.0	multi-branch-sibling	1	1	0	UNCHANGED
network_logs	content_type	file format	representation.file.mime_type	representation.file.mime_type	1.0	multi-branch-sibling	representation.file.mime_type	1.0	multi-branch-sibling	1	1	0	UNCHANGED
network_logs	destination_ip	ip_v4	technology.internet.ip_v4	technology.internet.ip_v4	0.9999	multi-branch-sibling	technology.internet.ip_v4	1.0	ipv4_detection	1	1	0	UNCHANGED
network_logs	method	http method	technology.internet.http_method	technology.internet.http_method	1.0	multi-branch-sibling	technology.internet.http_method	1.0	multi-branch-sibling	1	1	0	UNCHANGED
network_logs	query_params	code	representation.identifier.alphanumeric_id	container.key_value.query_string	1.0	multi-branch-sibling	container.key_value.query_string	1.0	multi-branch-sibling	1	1	0	UNCHANGED
network_logs	request_id	uuid	representation.identifier.uuid	representation.identifier.uuid	1.0	multi-branch-sibling	representation.identifier.uuid	1.0	multi-branch-sibling	1	1	0	UNCHANGED
network_logs	source_ip	ip_v4	technology.internet.ip_v4	technology.internet.ip_v4	1.0	multi-branch-sibling	technology.internet.ip_v4	1.0	ipv4_detection	1	1	0	UNCHANGED
network_logs	timestamp	iso timestamp milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	1.0	multi-branch-sibling	datetime.timestamp.iso_8601_milliseconds	1.0	multi-branch-sibling	1	1	0	UNCHANGED
network_logs	user_agent	user agent	technology.internet.user_agent	container.array.whitespace_separated	0.5738	multi-branch-sibling	container.array.whitespace_separated	0.5738	multi-branch-sibling	0	0	0	UNCHANGED
new_finance	aba_routing	aba routing	finance.banking.aba_routing	finance.banking.aba_routing	1.0	multi-branch-sibling	finance.banking.aba_routing	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_finance	bsb	bsb	finance.banking.bsb	finance.banking.bsb	1.0	multi-branch-sibling	finance.banking.bsb	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_finance	figi	figi	finance.securities.figi	finance.securities.figi	1.0	multi-branch-sibling	finance.securities.figi	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_geography	dms	dms	geography.coordinate.dms	geography.coordinate.dms	1.0	multi-branch-sibling	geography.coordinate.dms	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_geography	geohash	geohash	geography.coordinate.geohash	geography.coordinate.geohash	1.0	multi-branch-sibling	geography.coordinate.geohash	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_geography	geojson	geojson	container.object.json	representation.text.plain_text	0.9921	multi-branch-sibling	representation.text.plain_text	0.9921	multi-branch-sibling	0	0	0	UNCHANGED
new_geography	h3	h3	geography.index.h3	geography.index.h3	1.0	multi-branch-sibling	geography.index.h3	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_geography	hs_code	hs code	geography.transportation.hs_code	geography.transportation.hs_code	0.9854	multi-branch-sibling	geography.transportation.hs_code	0.9854	multi-branch-sibling	1	1	0	UNCHANGED
new_geography	iso6346	iso6346	geography.transportation.iso6346	geography.transportation.iso6346	1.0	multi-branch-sibling	geography.transportation.iso6346	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_geography	mgrs	mgrs	geography.coordinate.mgrs	geography.coordinate.mgrs	1.0	multi-branch-sibling	geography.coordinate.mgrs	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_geography	plus_code	plus code	geography.coordinate.plus_code	geography.coordinate.plus_code	1.0	multi-branch-sibling	geography.coordinate.plus_code	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_geography	unlocode	unlocode	geography.transportation.unlocode	geography.transportation.unlocode	1.0	multi-branch-sibling	geography.transportation.unlocode	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_geography	wkt	wkt	geography.format.wkt	geography.format.wkt	1.0	multi-branch-sibling	geography.format.wkt	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	abn	abn	identity.government.abn	identity.government.abn	1.0	multi-branch-sibling	identity.government.abn	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	cpt	cpt	identity.medical.cpt	identity.medical.cpt	1.0	multi-branch-sibling	identity.medical.cpt	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	ein	ein	identity.government.ein	identity.government.ein	1.0	multi-branch-sibling	identity.government.ein	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	email_display	email display	identity.person.email_display	identity.person.email_display	1.0	multi-branch-sibling	identity.person.email_display	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	eu_vat	eu vat	identity.government.eu_vat	identity.government.eu_vat	1.0	multi-branch-sibling	identity.government.eu_vat	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	hcpcs	hcpcs	identity.medical.hcpcs	identity.medical.hcpcs	1.0	multi-branch-sibling	identity.medical.hcpcs	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	icd10	icd10	identity.medical.icd10	identity.medical.icd10	1.0	multi-branch-sibling	identity.medical.icd10	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	isrc	isrc	identity.commerce.isrc	identity.commerce.isrc	1.0	multi-branch-sibling	identity.commerce.isrc	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	loinc	loinc	identity.medical.loinc	identity.medical.loinc	1.0	multi-branch-sibling	identity.medical.loinc	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	orcid	orcid	identity.academic.orcid	identity.academic.orcid	1.0	multi-branch-sibling	identity.academic.orcid	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	pan_india	pan india	identity.government.pan_india	identity.government.pan_india	1.0	multi-branch-sibling	identity.government.pan_india	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	phone_e164	phone e164	identity.person.phone_e164	identity.person.phone_e164	1.0	multi-branch-sibling	identity.person.phone_e164	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	ssn	ssn	identity.government.ssn	identity.government.ssn	1.0	multi-branch-sibling	identity.government.ssn	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	upc	upc	identity.commerce.upc	identity.commerce.upc	1.0	multi-branch-sibling	identity.commerce.upc	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_identity	vin	vin	identity.government.vin	identity.government.vin	1.0	multi-branch-sibling	identity.government.vin	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_representation	cas_number	cas number	representation.scientific.cas_number	representation.scientific.cas_number	1.0	multi-branch-sibling	representation.scientific.cas_number	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_representation	color_hsl	color hsl	representation.format.color_hsl	representation.format.color_hsl	1.0	multi-branch-sibling	representation.format.color_hsl	1.0	multi-branch-sibling	1	1	0	UNCHANGED
new_representation	inchi	inchi	representation.scientific.inchi	datetime.date.dmy_short_slash	0.1823	multi-branch-sibling	datetime.date.dmy_short_slash	0.1823	multi-branch-sibling	0	0	0	UNCHANGED
new_representation	smiles	smiles	representation.scientific.smiles	representation.text.emoji	0.2196	multi-branch-sibling	representation.text.emoji	0.2196	multi-branch-sibling	0	0	0	UNCHANGED
new_technology	aws_arn	aws arn	technology.cloud.aws_arn	technology.cloud.aws_arn	1.0	multi-branch-sibling	technology.cloud.aws_arn	1.0	multi-branch-sibling	1	1	0	UNCHANGED
