# rhh_counterfactual.tsv — ac-04 output
# Source: target/release/finetype profile over eval/datasets/manifest.csv
# Model dir: /Users/hugh/github/meridian-online/finetype/models/sherlock-v16
# Model weights sha256: 58dcba8ea723f4f4d4091d1ef348ad3b19f7700396bd47ecee759409a28f9ecc
# Families: 22
# Baseline datasets profiled: 36
# Scoring: schema_mapping.csv-backed label equivalence (mirrors eval/eval_profile.sql interchangeability classes).
# Schema: family_id\tdataset\tcolumn_name\tgt_label\tbaseline_label\tdisabled_label\tbaseline_confidence\tdisabled_confidence\tbaseline_rule\tdisabled_rule\tbaseline_correct\tdisabled_correct\tbaseline_domain_correct\tdisabled_domain_correct\tlabel_changed
family_id	dataset	column_name	gt_label	baseline_label	disabled_label	baseline_confidence	disabled_confidence	baseline_rule	disabled_rule	baseline_correct	disabled_correct	baseline_domain_correct	disabled_domain_correct	label_changed
substring_matcher_geography	scientific_measurements	timestamp	timestamp	datetime.timestamp.iso_8601	datetime.timestamp.iso_8601	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	scientific_measurements	latitude	latitude	geography.coordinate.latitude	geography.coordinate.latitude	1.0000	1.0000	coordinate_disambiguation	coordinate_disambiguation	1	1	1	1	0
substring_matcher_geography	scientific_measurements	longitude	longitude	geography.coordinate.longitude	geography.coordinate.longitude	1.0000	1.0000	coordinate_disambiguation	coordinate_disambiguation	1	1	1	1	0
substring_matcher_geography	multilingual	name	name	identity.person.full_name	identity.person.full_name	0.9922	0.9922			1	1	1	1	0
substring_matcher_geography	multilingual	address	address	geography.address.full_address	representation.discrete.categorical	0.6177	0.6177	header_hint_cross_domain:address	attractor_demotion_confidence:geography.address.street_name	1	0	1	0	1
substring_matcher_geography	multilingual	postal_code	postal code	geography.address.postal_code	identity.commerce.issn	0.8720	0.8720	header_hint_cross_domain:postal_code		1	0	1	0	1
substring_matcher_geography	multilingual	phone	telephone	identity.person.phone_number	identity.person.phone_number	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	multilingual	date	date	datetime.date.ymd_slash	datetime.date.ymd_slash	0.7340	0.7340			0	0	1	1	0
substring_matcher_geography	multilingual	price	price	finance.currency.amount	finance.currency.amount	0.5000	0.5000	header_hint_hardcoded:price	header_hint_hardcoded:price	1	1	1	1	0
substring_matcher_geography	multilingual	locale	language code	representation.text.word	representation.text.word	0.2573	0.2573			0	0	0	0	0
substring_matcher_geography	multilingual	country	country	geography.location.country	geography.location.country	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	sports_events	event_id	code	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.9895	0.9895			1	1	1	1	0
substring_matcher_geography	sports_events	sport	category	representation.discrete.categorical	representation.discrete.categorical	0.5000	0.5000	header_hint_generic:sport	header_hint_generic:sport	1	1	1	1	0
substring_matcher_geography	sports_events	venue	entity name	representation.text.entity_name	representation.text.entity_name	0.9778	0.9778			1	1	1	1	0
substring_matcher_geography	sports_events	country	country	geography.location.country	geography.location.country	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	sports_events	event_date	iso date	datetime.date.iso	datetime.date.iso	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	sports_events	start_time	time 24h	datetime.time.hm_24h	datetime.time.hm_24h	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	sports_events	duration_minutes	number	representation.numeric.integer_number	representation.numeric.integer_number	0.8011	0.8011	header_hint:duration_minutes	header_hint:duration_minutes	1	1	1	1	0
substring_matcher_geography	sports_events	attendance	number	representation.numeric.integer_number	representation.numeric.integer_number	0.5000	0.5000	header_hint_generic:attendance	header_hint_generic:attendance	1	1	1	1	0
substring_matcher_geography	sports_events	ticket_price	price	finance.currency.amount	finance.currency.amount	0.9956	0.9956	header_hint_cross_domain:ticket_price	header_hint_cross_domain:ticket_price	1	1	1	1	0
substring_matcher_geography	sports_events	status	status	representation.discrete.categorical	representation.discrete.categorical	0.9616	0.9616	categorical_low_cardinality	categorical_low_cardinality	1	1	1	1	0
substring_matcher_geography	sports_events	is_broadcast	boolean	representation.boolean.terms	representation.boolean.terms	0.9998	0.9998	boolean_subtype_terms	boolean_subtype_terms	1	1	1	1	0
substring_matcher_geography	sports_events	viewer_rating	percentage	representation.numeric.percentage	representation.numeric.percentage	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	datetime_formats_extended	eu_dot_date	eu dot date	datetime.date.dmy_dot	datetime.date.dmy_dot	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	datetime_formats_extended	abbreviated_month_date	abbreviated month date	datetime.date.abbreviated_month	datetime.date.abbreviated_month	0.6408	0.6408			1	1	1	1	0
substring_matcher_geography	datetime_formats_extended	long_full_month_date	long full month date	datetime.date.long_full_month	datetime.date.long_full_month	0.9174	0.9174			1	1	1	1	0
substring_matcher_geography	datetime_formats_extended	time_12h	time 12h	datetime.time.hm_12h	datetime.time.hm_12h	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	datetime_formats_extended	time_12h_seconds	time 12h seconds	datetime.time.hms_12h	datetime.time.hms_12h	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	datetime_formats_extended	rfc_2822_timestamp	rfc 2822 timestamp	datetime.timestamp.rfc_2822	datetime.timestamp.rfc_2822	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	datetime_formats_extended	american_timestamp	american timestamp	datetime.timestamp.mdy_12h	datetime.timestamp.mdy_12h	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	datetime_formats_extended	european_timestamp	european timestamp	datetime.timestamp.dmy_hm	datetime.timestamp.dmy_hm	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	api_users_json	address.city	city	geography.location.city	geography.location.city	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	api_users_json	address.country	country code	geography.location.country_code	geography.location.country_code	1.0000	1.0000	country_code_post_hint_guard:alpha2_rate=1.00	country_code_post_hint_guard:alpha2_rate=1.00	1	1	1	1	0
substring_matcher_geography	api_users_json	address.postal_code	postal code	geography.address.postal_code	representation.discrete.categorical	0.8251	0.8251	header_hint_cross_domain:postal_code	categorical_low_cardinality	1	0	1	0	1
substring_matcher_geography	api_users_json	email	email	identity.person.email	identity.person.email	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	api_users_json	name	name	identity.person.full_name	identity.person.full_name	0.9968	0.9968			1	1	1	1	0
substring_matcher_geography	api_users_json	phone	telephone	identity.person.phone_number	identity.person.phone_number	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	api_users_json	profile_url	url	technology.internet.url	technology.internet.url	0.9255	0.9255			1	1	1	1	0
substring_matcher_geography	ecommerce_orders_json	currency	currency code	finance.currency.currency_code	finance.currency.currency_code	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	ecommerce_orders_json	customer_email	email	identity.person.email	identity.person.email	0.8185	0.8185			1	1	1	1	0
substring_matcher_geography	ecommerce_orders_json	is_express	boolean	representation.boolean.terms	representation.boolean.terms	0.9998	0.9998	boolean_subtype_terms	boolean_subtype_terms	1	1	1	1	0
substring_matcher_geography	ecommerce_orders_json	order_date	iso timestamp	datetime.timestamp.iso_8601	datetime.timestamp.iso_8601	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	ecommerce_orders_json	order_id	alphanumeric id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	0.9779	0.9779			1	1	1	1	0
substring_matcher_geography	ecommerce_orders_json	product	category	representation.text.entity_name	representation.text.entity_name	0.9302	0.9302			0	0	1	1	0
substring_matcher_geography	ecommerce_orders_json	quantity	number	representation.discrete.ordinal	representation.discrete.ordinal	0.9936	0.9936	small_integer_ordinal	small_integer_ordinal	0	0	1	1	0
substring_matcher_geography	ecommerce_orders_json	status	status	representation.text.word	representation.text.word	0.9795	0.9795			0	0	1	1	0
substring_matcher_geography	ecommerce_orders_json	total	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9992	0.9992			1	1	1	1	0
substring_matcher_geography	ecommerce_orders_json	unit_price	price	finance.currency.amount	finance.currency.amount	0.9997	0.9997	header_hint_cross_domain:unit_price	header_hint_cross_domain:unit_price	1	1	1	1	0
substring_matcher_geography	server_logs_json	bytes_sent	number	representation.numeric.integer_number	representation.numeric.integer_number	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	server_logs_json	client_ip	ip_v4	technology.internet.ip_v4	technology.internet.ip_v4	1.0000	1.0000	ipv4_detection	ipv4_detection	1	1	1	1	0
substring_matcher_geography	server_logs_json	method	http method	technology.internet.http_method	technology.internet.http_method	0.3742	0.3742			1	1	1	1	0
substring_matcher_geography	server_logs_json	path	route	representation.text.plain_text	representation.text.plain_text	0.4891	0.4891			0	0	0	0	0
substring_matcher_geography	server_logs_json	request_url	url	technology.internet.url	technology.internet.url	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	server_logs_json	response_time_ms	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9988	0.9988			1	1	1	1	0
substring_matcher_geography	server_logs_json	status_code	http status code	representation.numeric.integer_number	representation.numeric.integer_number	0.7200	0.7200			1	1	1	1	0
substring_matcher_geography	server_logs_json	timestamp	iso timestamp milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	server_logs_json	user_agent	user agent	technology.internet.user_agent	technology.internet.user_agent	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	weather_stations_json	humidity_pct	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9925	0.9925			1	1	1	1	0
substring_matcher_geography	weather_stations_json	location.city	city	geography.location.city	geography.location.city	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	weather_stations_json	location.country	country code	geography.location.country_code	geography.location.country_code	1.0000	1.0000	country_code_post_hint_guard:alpha2_rate=1.00	country_code_post_hint_guard:alpha2_rate=1.00	1	1	1	1	0
substring_matcher_geography	weather_stations_json	location.latitude	latitude	geography.coordinate.latitude	geography.coordinate.latitude	1.0000	1.0000	coordinate_disambiguation	coordinate_disambiguation	1	1	1	1	0
substring_matcher_geography	weather_stations_json	location.longitude	longitude	geography.coordinate.longitude	geography.coordinate.longitude	1.0000	1.0000	coordinate_disambiguation	coordinate_disambiguation	1	1	1	1	0
substring_matcher_geography	weather_stations_json	observation_date	iso date	datetime.date.iso	datetime.date.iso	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	weather_stations_json	precipitation_mm	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9990	0.9990			1	1	1	1	0
substring_matcher_geography	weather_stations_json	station_name	entity name	representation.text.entity_name	representation.text.entity_name	0.7858	0.7858			1	1	1	1	0
substring_matcher_geography	weather_stations_json	temperature_c	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	weather_stations_json	wind_speed_kmh	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9998	0.9998			1	1	1	1	0
substring_matcher_geography	new_geography	wkt	wkt	geography.format.wkt	geography.format.wkt	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_geography	geojson	geojson	representation.text.plain_text	representation.text.plain_text	0.9930	0.9930			0	0	0	0	0
substring_matcher_geography	new_geography	h3	h3	geography.index.h3	geography.index.h3	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_geography	geohash	geohash	geography.coordinate.geohash	geography.coordinate.geohash	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_geography	plus_code	plus code	geography.coordinate.plus_code	geography.coordinate.plus_code	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_geography	dms	dms	geography.coordinate.dms	geography.coordinate.dms	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_geography	mgrs	mgrs	geography.coordinate.mgrs	geography.coordinate.mgrs	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_geography	iso6346	iso6346	geography.transportation.iso6346	geography.transportation.iso6346	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_geography	hs_code	hs code	geography.transportation.hs_code	geography.transportation.hs_code	0.7679	0.7679			1	1	1	1	0
substring_matcher_geography	new_geography	unlocode	unlocode	geography.transportation.unlocode	geography.transportation.unlocode	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_technology	ulid	ulid	technology.identifier.ulid	technology.identifier.ulid	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_technology	tsid	tsid	technology.identifier.tsid	technology.identifier.tsid	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_technology	snowflake_id	snowflake id	technology.identifier.snowflake_id	technology.identifier.snowflake_id	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_technology	aws_arn	aws arn	technology.cloud.aws_arn	technology.cloud.aws_arn	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_technology	s3_uri	s3 uri	technology.cloud.s3_uri	technology.cloud.s3_uri	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_technology	jwt	jwt	technology.cryptographic.jwt	technology.cryptographic.jwt	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_technology	docker_ref	docker ref	technology.development.docker_ref	technology.development.docker_ref	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_technology	git_sha	git sha	technology.cryptographic.hash	technology.cryptographic.hash	0.7725	0.7725			1	1	1	1	0
substring_matcher_geography	new_technology	cidr	cidr	technology.internet.cidr	technology.internet.cidr	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_technology	urn	urn	technology.internet.urn	technology.internet.urn	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_technology	data_uri	data uri	technology.internet.data_uri	technology.internet.data_uri	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	icd10	icd10	identity.medical.icd10	identity.medical.icd10	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	loinc	loinc	identity.medical.loinc	identity.medical.loinc	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	cpt	cpt	identity.medical.cpt	identity.medical.cpt	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	hcpcs	hcpcs	identity.medical.hcpcs	identity.medical.hcpcs	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	vin	vin	identity.government.vin	identity.government.vin	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	eu_vat	eu vat	identity.government.eu_vat	identity.government.eu_vat	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	ssn	ssn	identity.government.ssn	identity.government.ssn	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	ein	ein	identity.government.ein	identity.government.ein	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	pan_india	pan india	identity.government.pan_india	identity.government.pan_india	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	abn	abn	identity.government.abn	identity.government.abn	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	orcid	orcid	identity.academic.orcid	identity.academic.orcid	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	email_display	email display	identity.person.email_display	identity.person.email_display	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	phone_e164	phone e164	identity.person.phone_e164	identity.person.phone_e164	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	upc	upc	identity.commerce.upc	identity.commerce.upc	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_identity	isrc	isrc	identity.commerce.isrc	identity.commerce.isrc	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_finance	figi	figi	finance.securities.figi	finance.securities.figi	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_finance	aba_routing	aba routing	finance.banking.aba_routing	finance.banking.aba_routing	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_finance	bsb	bsb	finance.banking.bsb	finance.banking.bsb	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_representation	cas_number	cas number	representation.scientific.cas_number	representation.scientific.cas_number	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_representation	inchi	inchi	representation.scientific.inchi	representation.scientific.inchi	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_representation	smiles	smiles	representation.scientific.smiles	representation.scientific.smiles	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	new_representation	color_hsl	color hsl	representation.format.color_hsl	representation.format.color_hsl	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	earthquakes_2024	time	iso timestamp milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	earthquakes_2024	latitude	latitude	geography.coordinate.latitude	geography.coordinate.latitude	1.0000	1.0000	coordinate_disambiguation	coordinate_disambiguation	1	1	1	1	0
substring_matcher_geography	earthquakes_2024	longitude	longitude	geography.coordinate.longitude	geography.coordinate.longitude	1.0000	1.0000	coordinate_disambiguation	coordinate_disambiguation	1	1	1	1	0
substring_matcher_geography	earthquakes_2024	depth	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9995	0.9995	coordinate_plausibility_gate:out_of_range=12/100	coordinate_plausibility_gate:out_of_range=12/100	1	1	1	1	0
substring_matcher_geography	earthquakes_2024	mag	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9893	0.9893			1	1	1	1	0
substring_matcher_geography	earthquakes_2024	magType	category	representation.scientific.measurement_unit	representation.scientific.measurement_unit	0.4979	0.4979			0	0	1	1	0
substring_matcher_geography	earthquakes_2024	nst	number	representation.numeric.integer_number	representation.numeric.integer_number	0.9999	0.9999	feature_no_leading_zero:0.00	feature_no_leading_zero:0.00	1	1	1	1	0
substring_matcher_geography	earthquakes_2024	gap	decimal number	representation.numeric.integer_number	representation.numeric.integer_number	0.9543	0.9543			1	1	1	1	0
substring_matcher_geography	earthquakes_2024	dmin	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6790	0.6790			1	1	1	1	0
substring_matcher_geography	earthquakes_2024	rms	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9999	0.9999			1	1	1	1	0
substring_matcher_geography	earthquakes_2024	net	category	representation.scientific.measurement_unit	representation.scientific.measurement_unit	0.9193	0.9193			0	0	1	1	0
substring_matcher_geography	earthquakes_2024	id	alphanumeric id	identity.person.username	identity.person.username	0.8640	0.8640			0	0	0	0	0
substring_matcher_geography	earthquakes_2024	updated	iso timestamp milliseconds	datetime.timestamp.iso_8601_milliseconds	datetime.timestamp.iso_8601_milliseconds	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	earthquakes_2024	place	address	geography.address.full_address	geography.address.full_address	0.5774	0.5774			1	1	1	1	0
substring_matcher_geography	earthquakes_2024	type	category	geography.location.city	geography.location.city	0.5757	0.5757			0	0	1	1	0
substring_matcher_geography	earthquakes_2024	horizontalError	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9998	0.9998			1	1	1	1	0
substring_matcher_geography	earthquakes_2024	depthError	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.7720	0.7720			1	1	1	1	0
substring_matcher_geography	earthquakes_2024	magError	decimal number	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9999	0.9999			1	1	1	1	0
substring_matcher_geography	earthquakes_2024	magNst	number	representation.numeric.integer_number	representation.numeric.integer_number	0.9874	0.9874	feature_no_leading_zero:0.00	feature_no_leading_zero:0.00	1	1	1	1	0
substring_matcher_geography	earthquakes_2024	status	status	representation.text.word	representation.text.word	0.8544	0.8544			0	0	1	1	0
substring_matcher_geography	earthquakes_2024	locationSource	category	representation.scientific.measurement_unit	representation.scientific.measurement_unit	0.9120	0.9120			0	0	1	1	0
substring_matcher_geography	earthquakes_2024	magSource	category	representation.scientific.measurement_unit	representation.scientific.measurement_unit	0.8857	0.8857			0	0	1	1	0
substring_matcher_geography	datetime_coverage	compact_ymd	compact ymd	datetime.date.compact_ymd	datetime.date.compact_ymd	0.9876	0.9876			1	1	1	1	0
substring_matcher_geography	datetime_coverage	rfc_3339	rfc 3339	datetime.timestamp.rfc_3339	datetime.timestamp.rfc_3339	0.9905	0.9905	header_hint_same_category:rfc_3339	header_hint_same_category:rfc_3339	1	1	1	1	0
substring_matcher_geography	datetime_coverage	dmy_dash	dmy dash	datetime.date.dmy_dash	datetime.date.dmy_dash	0.9076	0.9076			1	1	1	1	0
substring_matcher_geography	datetime_coverage	ymd_dot	ymd dot	datetime.date.ymd_dot	datetime.date.ymd_dot	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	datetime_coverage	quarter	quarter	datetime.period.quarter	datetime.period.quarter	0.9639	0.9639			1	1	1	1	0
substring_matcher_geography	datetime_coverage	fiscal_year	fiscal year	datetime.component.year	datetime.component.year	0.5000	0.5000	header_hint_hardcoded:fiscal_year	header_hint_hardcoded:fiscal_year	0	0	1	1	0
substring_matcher_geography	datetime_coverage	iso_8601_offset	iso 8601 offset	datetime.timestamp.iso_8601_offset	datetime.timestamp.iso_8601_offset	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	datetime_coverage	iso_week	iso week	datetime.date.iso_week	datetime.date.iso_week	0.9967	0.9967			1	1	1	1	0
substring_matcher_geography	datetime_coverage	clf_timestamp	clf timestamp	datetime.timestamp.clf	datetime.timestamp.clf	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	datetime_coverage	syslog_bsd	syslog bsd	datetime.timestamp.syslog_bsd	datetime.timestamp.syslog_bsd	0.9926	0.9926			1	1	1	1	0
substring_matcher_geography	datetime_coverage	mdy_dash	mdy dash	datetime.date.dmy_dash	datetime.date.dmy_dash	0.5452	0.5452			1	1	1	1	0
substring_matcher_geography	datetime_coverage	compact_dmy	compact dmy	datetime.date.compact_dmy	datetime.date.compact_dmy	0.9967	0.9967			1	1	1	1	0
substring_matcher_geography	finance_coverage	currency_symbol	currency symbol	finance.currency.currency_code	finance.currency.currency_code	0.9715	0.9715			1	1	1	1	0
substring_matcher_geography	finance_coverage	bitcoin_address	bitcoin address	finance.crypto.bitcoin_address	finance.crypto.bitcoin_address	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	finance_coverage	isin	isin	finance.securities.isin	finance.securities.isin	0.9999	0.9999	isin_format_gate:match_rate=0.88	isin_format_gate:match_rate=0.88	1	1	1	1	0
substring_matcher_geography	finance_coverage	cusip	cusip	finance.securities.cusip	finance.securities.cusip	0.9990	0.9990			1	1	1	1	0
substring_matcher_geography	finance_coverage	lei	lei	finance.securities.lei	finance.securities.lei	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	representation_coverage	scientific_notation	scientific notation	representation.numeric.scientific_notation	representation.numeric.scientific_notation	0.9999	0.9999			1	1	1	1	0
substring_matcher_geography	representation_coverage	decimal_number_comma	decimal number comma	representation.numeric.decimal_number_comma	representation.numeric.decimal_number_comma	0.9940	0.9940			1	1	1	1	0
substring_matcher_geography	representation_coverage	file_size	file size	representation.file.file_size	representation.file.file_size	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	representation_coverage	integer_number	integer number	representation.numeric.integer_number	representation.numeric.integer_number	0.9813	0.9813			1	1	1	1	0
substring_matcher_geography	technology_coverage	ip_v6	ip_v6	technology.internet.ip_v6	technology.internet.ip_v6	0.5000	0.5000	header_hint_hardcoded:ip_v6	header_hint_hardcoded:ip_v6	1	1	1	1	0
substring_matcher_geography	technology_coverage	calver	calver	technology.development.calver	technology.development.calver	0.9802	0.9802			1	1	1	1	0
substring_matcher_geography	technology_coverage	ip_v4_with_port	ip_v4 with port	technology.internet.ip_v4_with_port	technology.internet.ip_v4_with_port	0.9999	0.9999			1	1	1	1	0
substring_matcher_geography	technology_coverage	username	username	identity.person.username	identity.person.username	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	comma_separated	container.array.comma_separated	container.array.comma_separated	container.array.comma_separated	0.6279	0.6279			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	pipe_separated	container.array.pipe_separated	container.array.pipe_separated	container.array.pipe_separated	0.7567	0.7567			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	semicolon_separated	container.array.semicolon_separated	representation.discrete.categorical	representation.discrete.categorical	0.5128	0.5128	categorical_low_cardinality	categorical_low_cardinality	0	0	0	0	0
substring_matcher_geography	coverage_closure_phase_ab	whitespace_separated	container.array.whitespace_separated	representation.text.entity_name	representation.text.entity_name	0.7296	0.7296			0	0	0	0	0
substring_matcher_geography	coverage_closure_phase_ab	query_string	container.key_value.query_string	representation.discrete.categorical	representation.discrete.categorical	0.9381	0.9381	categorical_low_cardinality	categorical_low_cardinality	0	0	0	0	0
substring_matcher_geography	coverage_closure_phase_ab	csv	container.object.csv	representation.discrete.categorical	representation.discrete.categorical	0.9216	0.9216	categorical_low_cardinality	categorical_low_cardinality	0	0	0	0	0
substring_matcher_geography	coverage_closure_phase_ab	html	container.object.html	representation.discrete.categorical	representation.discrete.categorical	0.8598	0.8598	categorical_low_cardinality	categorical_low_cardinality	0	0	0	0	0
substring_matcher_geography	coverage_closure_phase_ab	json_array	container.object.json_array	representation.discrete.categorical	representation.discrete.categorical	0.9408	0.9408	categorical_low_cardinality	categorical_low_cardinality	0	0	0	0	0
substring_matcher_geography	coverage_closure_phase_ab	xml	container.object.xml	representation.discrete.categorical	representation.discrete.categorical	0.9136	0.9136	categorical_low_cardinality	categorical_low_cardinality	0	0	0	0	0
substring_matcher_geography	coverage_closure_phase_ab	yaml	container.object.yaml	representation.discrete.categorical	representation.discrete.categorical	0.7419	0.7419	categorical_low_cardinality	categorical_low_cardinality	0	0	0	0	0
substring_matcher_geography	coverage_closure_phase_ab	periodicity	datetime.component.periodicity	datetime.component.periodicity	datetime.component.periodicity	0.9877	0.9877			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	abbrev_month_no_comma	datetime.date.abbrev_month_no_comma	datetime.date.abbrev_month_no_comma	datetime.date.abbrev_month_no_comma	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	chinese_ymd	datetime.date.chinese_ymd	datetime.date.chinese_ymd	datetime.date.chinese_ymd	0.9478	0.9478			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	compact_mdy	datetime.date.compact_mdy	datetime.date.compact_mdy	datetime.date.compact_mdy	0.9866	0.9866			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	compact_ym	datetime.date.compact_ym	datetime.date.compact_ym	datetime.date.compact_ym	0.9999	0.9999			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	dmy_dash_abbrev	datetime.date.dmy_dash_abbrev	datetime.date.dmy_dash_abbrev	datetime.date.dmy_dash_abbrev	1.0000	1.0000			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	dmy_dash_abbrev_short	datetime.date.dmy_dash_abbrev_short	datetime.date.dmy_dash_abbrev_short	datetime.date.dmy_dash_abbrev_short	0.9996	0.9996			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	dmy_short_dot	datetime.date.dmy_short_dot	datetime.date.dmy_short_dot	datetime.date.dmy_short_dot	0.9151	0.9151			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	dmy_short_slash	datetime.date.dmy_short_slash	datetime.date.dmy_short_slash	datetime.date.dmy_short_slash	0.9506	0.9506			1	1	1	1	0
substring_matcher_geography	coverage_closure_phase_ab	dmy_space_abbrev	datetime.date.dmy_space_abbrev	datetime.date.dmy_space_abbrev	datetime.date.dmy_space_abbrev	1.0000	1.0000			1	1	1	1	0
