sha	column	true	pred	confidence	quality_band	runner_up	rule	vetoed	correct
785932eccbb6a915d7f1ce69bfd27681bbc6c04ef6ebec1aad5e7959a3471853	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.974819004535675	high		header_hint_cross_domain:longitude	False	1
553a0ca480667ce7b85b9b1b9948d609e56d58e62bb366724293b500f949ac1b	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9797980785369873	high		header_hint_cross_domain:longitude	False	1
28cfb7b5cd43902709934a70867ce968bfb5f6dc5a4667e3fc38bb97d24b068b	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9670522809028625	high		header_hint_cross_domain:longitude	False	1
6c1c07802c34c7e7e4a7e772fe695e13a94844b655c4682d802552cf452490bb	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9231657981872559	high		header_hint_cross_domain:longitude	False	1
5c417a30865036d2b06db7bb2d822f5fa0db84b1c379ed7b5217e015997c956f	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9744883179664612	high		header_hint_cross_domain:longitude	False	1
b8138466dade4ef98802796857d224bd67003e53b94c2a2c27c48c036a8bef45	Longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9466857314109802	high		header_hint_cross_domain:longitude	False	1
ef46e78178a9156fdd0cc87a8f75a2c0b157696072f2ce47817da3817c2dbcb7	longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9409353733062744	high		header_hint_cross_domain:longitude	False	1
8e4529adf14fa9601791f04ec5ea2d1ad90f0a0517b892567682659acf5858a1	longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.699999988079071	medium		header_hint_same_category:longitude	False	1
b4c4def9df1bb6a8f8def1a131e907a8b33363173d66d3645118a4afb5fbfd3d	longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.7650540471076965	medium		header_hint_same_category:longitude	False	1
18ff4dddb3b1e662ef13f76cada2a23c1797e3f6d0ad2e634ba0b17a93f3e871	Lon	geography.coordinate.longitude	geography.coordinate.longitude	0.9837657809257507	high		header_hint_cross_domain:lon	False	1
30e251b8b87fd9f6a7245b9ae575c3dca4156a96963024941061dea195b9b929	COG_PER_RATIO	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9958213567733765	high			False	1
30e251b8b87fd9f6a7245b9ae575c3dca4156a96963024941061dea195b9b929	DEPTH	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9968333840370178	high			False	1
30e251b8b87fd9f6a7245b9ae575c3dca4156a96963024941061dea195b9b929	DISTINCTIVENESS_KL	representation.numeric.decimal_number	representation.numeric.decimal_number	0.980258047580719	high			False	1
dd632db13a462201b45878e0037622fd5819fcf82922c7b94cdd63cbc8cfbf7f	fiftyTwoWeekLowChangePercent	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.latitude	coord_header_veto:fiftytwoweeklowchangepercent	False	1
d220ae3af3db07d4a9fc32154854830b95c617169da46bd2bde20772d6d6c953	fiftyTwoWeekLowChangePercent	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.latitude	coord_header_veto:fiftytwoweeklowchangepercent	False	1
9449be1b7f93aa8e8fa9d13144626b558af54cdef84b8dd59b06cc690d1798cd	fiftyTwoWeekLowChange	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.latitude	coord_header_veto:fiftytwoweeklowchange	False	1
3ee578ebe539df50efb3f693d87841de60057f6796d5325569c32af8f5b90673	fiftyTwoWeekLowChange	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.latitude	coord_header_veto:fiftytwoweeklowchange	False	1
ddf9e2106dd9d2ba2241b126c7401cb90c9a8c85ef0fece87cc555e8d7256207	__index_level_8__	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9997368454933167	high			False	1
f2154b4e911ade341df891773907d2aca790f607b1fcc85722f7f028ccbc4d0b	fiftyTwoWeekLowChange	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.latitude	coord_header_veto:fiftytwoweeklowchange	False	1
03bff6e59fa6c42bfe98a78b01f3fd685c60ef68a5fe4323008943503a0c3367	fiftyTwoWeekLowChange	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.latitude	coord_header_veto:fiftytwoweeklowchange	False	1
cb10421e9a2de95ed0d535e3e0fccff4e51266505edbda2c872dc427665e6b47	fiftyTwoWeekLowChangePercent	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.longitude	coord_header_veto:fiftytwoweeklowchangepercent	False	1
86fdd5e04f0328e21e0a24d75a521b0820c4a115585f5fbb6975f0bea2de5aa7	fiftyTwoWeekLowChange	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.latitude	coord_header_veto:fiftytwoweeklowchange	False	1
da9fca5d2e3254c1fdbf1ea2840eb15a676befebe17170a21bd8c13eb59db677	fiftyTwoWeekLow	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.latitude	coord_header_veto:fiftytwoweeklow	False	1
252623ce54d7066f1f07f89442e2ca1ba9850c9b972ae0ee2952edeb6b0b9203	fiftyTwoWeekLowChangePercent	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.latitude	coord_header_veto:fiftytwoweeklowchangepercent	False	1
6f2f2efab8007695c525418d569dac69b79304bd2264faa29531826f9ed90bc9	fiftyTwoWeekLowChange	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.latitude	coord_header_veto:fiftytwoweeklowchange	False	1
67eee8e0a50f249a93ba823df4e0ca371f0a1e4c646e6632d808991cdbe374db	fiftyTwoWeekLowChange	representation.numeric.decimal_number	representation.numeric.decimal_number	0.6000000238418579	low	geography.coordinate.latitude	coord_header_veto:fiftytwoweeklowchange	False	1
597ea9cdbacfd5cccedbe88a194c0b33ba2c629b2cdc3bdff0a047eab73b2e23	__index_level_8__	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9997368454933167	high			False	1
fbe0e14124cb894d8b94ff7ada07b4578924e49bf768edad023b8842f99b5303	__index_level_8__	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9979554414749146	high			False	1
41a81fd616df47827f9880ffc5076174e7e1ab83f0d7323d2327bc9173fe2459	__index_level_7__	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9973143935203552	high			False	1
f636bb941d5febc42f3c411b756a9dbc99081f53d4d4c7c38a0d65ef8234c94b	rate_tx	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9202070236206055	high			False	1
b5d3d2f4724e2959f88f3bc982f6b4fedea2d3553981b92a1b8b3efe62704cc1	rate_tx	representation.numeric.decimal_number	representation.numeric.decimal_number	0.8923719525337219	high			False	1
1f24fec97f390b3d7800ddeb6982a87e1942dc9173ab495a722ff21375c46b3b	rate_multiplier	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9487837553024292	high			False	1
1f24fec97f390b3d7800ddeb6982a87e1942dc9173ab495a722ff21375c46b3b	rate_rx	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9691004157066345	high			False	1
1f24fec97f390b3d7800ddeb6982a87e1942dc9173ab495a722ff21375c46b3b	rate_tx	representation.numeric.decimal_number	representation.numeric.decimal_number	0.8673250079154968	high			False	1
4f8d5951ce4825a84e0aecc528bae54970476950984b4552ff6538ddc673bfdd	mean_acc_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9568967819213867	high			False	1
6299249d3b086b4e14ba7ac4696ebb0c958fff2da7d2a6d61b313975e39984d3	mean_acc_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	0.8839172720909119	high			False	1
6299249d3b086b4e14ba7ac4696ebb0c958fff2da7d2a6d61b313975e39984d3	mean_kappa_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9440717697143555	high			False	1
c5f49b598be73e463665d5184be57b40d0c8d5330acf1eb1e21169d36602d281	mean_acc_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9553412795066833	high			False	1
9dc1a65f02b4a94ac607e909ecd60b7b52a499bcbe2901f864babc3d1ba9f383	mean_acc_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9091790914535522	high			False	1
9dc1a65f02b4a94ac607e909ecd60b7b52a499bcbe2901f864babc3d1ba9f383	mean_kappa_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9090638160705566	high			False	1
b410beda5a9a35d04f37cc225050fc1be97838fa523e740a549956f535ef7ba1	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
f2aa77f20034f6d0c051e91084d262436b3e17d945544703a01895e0f251f0cb	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
9776c702ddebc48bbd32499e6dff9e4cb37cfd4e30e2ee2d39c5a855912984b9	year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
deacced01cf1a652abcb2eb018eb083770762b668c7e0ec405ec6d0cc5ce0b8d	year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
006226661bc24e86ddc33fad5947ff5651a8c905a157f29acbf4791e9232a4c9	year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
f9dfd3832d903ca03e001fc38bbe5d70c49c7e9a1e44b5221c0e75148f248c2d	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
6b01c2890476992aa27f6ac002fa029f6f7a3287772aa44b79ea6ccb88f4f843	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
b055b6c297d488cb6b2f6d86a54d7664b50e0c1c07340db3f27b975d10c65dc3	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
eaed7148d241ced9654931d5c659659a34b0c6e7cadff2572d37f81a4e435eef	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
20b8884e19e45856ba5515939903e977e620d1ca2bf973e6d66aa5da9de2fa79	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
116f0080e401375f841a0782ec60b042a2b10c14b15e17ae051ef843106ac355	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
b70afca6c39eb1af770bde86c1e24c5009d14548f0aa9db9ee60a5308c696daf	year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
7ec4c2fdcb3014b4e1e90736ce65774b44d6d719fc204f352577e492c1dffad9	year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
b3d2bbb894831d7f10afd995fb6c531d092e6309b8fb8fe926b152c44ce942fb	year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
49aecf46ed1ac8b14acdd2c1c59b50e0279d4842eff1843ed09080d3d06f0789	release_year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
fe75cccdb6d9162e14192393ef207296d9faede2661e6ffaea71760d73a8fddd	year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
edd41d8d992ecf299edcb1decf8e7c23c57093363c37c7f059a88423db2f4619	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
a5915ce477dc453a6892b4573dd7f780a123d4d2baad8e4d02a2b923b8fe46bf	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
040d144aae93037e71da5630f3c6902d8dc4862f4b5d2c3add8fd0c4cdce6e55	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
488a6fa342529c7e3478f7842b34b95395bcb321b6d35613ed226804f2db17dd	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
c24e7e8344866d5af5d076f5bfc34f719f4d6139d2c51f4697553a13e3c9fe6b	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
f00567d9d07804efee6d76ea63d92af0ebcde71b6f2bf93f92fa6271bc685989	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
0028d84c524aea37caaeae359539069833e6fc99961b5fc73b8177e4d99137e5	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
03e4e78414cb189046fcdec4adadd74d94da44f18100966ec8963d60fbdc9321	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
ae8553e95e2f74d5e00e2febe3edea327eb4937078b0a7a00e3d83753d8e172b	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
9f3fe5c0c1309c69ee0c2dc3512bfcd95c175eb878b3f19b5a3b9d224cbb81bb	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
ea634cda7a5a294c5b3357da52c626a8d4cc0eab9c91e8d0386e01a77fffe1f1	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
d196a26e20c81394ef5ed1750e196243e69eee084d42f39514e8afd32a060ac9	Year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
f2a63df7df9154da1c3a636c01c16e14e29376361be724c95ee93e929f48851d	PubYear	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
1dfe3f9485b2d39cd230f522d6e709b36dec0dfa80d51709d57961637d53ca2b	year	datetime.component.year	datetime.component.year	1.0	high		numeric_year_detection	False	1
d35e045c7c8546af272b026ce2608bfeddd3188b6e70701e202bb51b711336b1	ID	representation.numeric.integer_number	representation.identifier.increment	0.699999988079071	medium		numeric_sequential_detection	False	0
16bc8e787f86c3caf7e56969dc78dafa22dcabdbd160f26ecd3734079da4b263	__index_level_12__	representation.numeric.integer_number	datetime.component.year	0.9999998807907104	high		numeric_year_detection	False	0
cadfedff5b733334c862242d34fdcb2d0abaf12a06fccfc794ada5e012a4075f	Count_read	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	datetime.component.year	postal_header_veto:count_read	False	1
2d4e0b00aa13308dcb38d0661b1e4ca0b84bf31143bfe3793bd88250172849e9	Count_read	representation.numeric.integer_number	representation.numeric.integer_number	0.45612382888793945	low		postal_header_veto:count_read	False	1
4a97818bccd541ccc7d2fda44732578f27f63a68830eb6e794234a0466237549	Count_read	representation.numeric.integer_number	representation.numeric.integer_number	0.5	low	datetime.component.year	header_hint_cross_domain:count_read	False	1
4a584a9db9374c3ed257393f26add043af6d3c10138cbaba22207a054428a39d	Count_read	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	datetime.component.year	postal_header_veto:count_read	False	1
3a486b37ca684d3d31592d434025049d47ba9d7200da3889acdd6eca86ec0b07	__index_level_32__	representation.numeric.integer_number	datetime.component.year	0.2913331389427185	low	representation.numeric.integer_number	numeric_year_detection	False	0
4a63df55513269b252b51b04a68365c549b851f5e9673de35823f5ca108fc4ad	counts	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	datetime.component.year	postal_header_veto:counts	False	1
999dabb8211a652fcaf5d926da8cc1a3ddf12b6a1e933b6b586553283994704f	Count_read	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	representation.identifier.numeric_code	postal_header_veto:count_read	False	1
df9b92c14e844391892101a40a3888d7c716bd0ef12b8ffa601f50d86afa77d5	Count_read	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	datetime.component.year	postal_header_veto:count_read	False	1
a4cc68e46c8678a66125cd8c580753201ed51a8c91ee850d1d6547bd54f382f9	Earnings	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	datetime.component.year	increment_substance_veto	False	1
02fa8a4efe433a8605dd662ba26a1688f51dfbeeee391c726cf22b7fe80b2793	averageDailyVolume10Day	representation.numeric.integer_number	representation.numeric.integer_number	0.5460750460624695	low		postal_header_veto:averagedailyvolume10day	False	1
5979e693912609a121cf0b699b38ceb69283d4b0b10b43a5956099c70810465d	Count_read	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	datetime.component.year	postal_header_veto:count_read	False	1
f2ddb1c5902731fed9d58ff90e87c17b44f851a464e4e87040a9d0edce6a4d41	accountsPayable	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low		postal_header_veto:accountspayable	False	1
f2ddb1c5902731fed9d58ff90e87c17b44f851a464e4e87040a9d0edce6a4d41	totalCurrentLiabilities	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low		postal_header_veto:totalcurrentliabilities	False	1
638ac3921b170a3d8639fa25e62cbaaf8a3af013980651a3624475faf0d65717	fullTimeEmployees	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	representation.identifier.numeric_code	postal_header_veto:fulltimeemployees	False	1
c596c914554ec91da234684d79e6c0ee8e99aad7c519a7500c02d380a7e8c3e1	fullTimeEmployees	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low		postal_header_veto:fulltimeemployees	False	1
bc69b8a477b5b70c3d128fba65cafd2563e69db1f428e5cc1afdff3d4f9e4805	averageDailyVolume10Day	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	representation.identifier.numeric_code	postal_header_veto:averagedailyvolume10day	False	1
0c69a4ef90732003885c45b715ccbb1e659d7fe824791dda7dd7fe7a86dab4d1	averageDailyVolume10Day	representation.numeric.integer_number	representation.numeric.integer_number	0.5251594185829163	low		postal_header_veto:averagedailyvolume10day	False	1
2b571f0e8ab4d71b9d0d34fc123aab371712d3e0e7b9a747b6d4e041386d8ea9	averageDailyVolume3Month	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	representation.identifier.numeric_code	postal_header_veto:averagedailyvolume3month	False	1
9d7e24617cb94da3844e6d72e4df8dd3aff24eb81fe91f57e2bc47f30a7de31b	regularMarketVolume	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	representation.identifier.numeric_code	postal_header_veto:regularmarketvolume	False	1
28a10bcb0213fd948d738503a534d2150579064227f157a159b87b4460c15981	regularMarketVolume	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	representation.identifier.numeric_code	postal_header_veto:regularmarketvolume	False	1
2c2462f01e01faea686aaa978dd521ba8f0b7ee137bab9e1de8a8c0c25f615a3	averageDailyVolume3Month	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	datetime.component.year	postal_header_veto:averagedailyvolume3month	False	1
96b0c4699df6f807796d8db586a9c1c4ddc7a6f26a7491bcd16eb4df058cf0ed	averageDailyVolume3Month	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	representation.identifier.numeric_code	postal_header_veto:averagedailyvolume3month	False	1
b6db1682f516e3bd5915a886da6a0e610adcfb62ddbba4d88281e0f3bd1539bd	askSize	representation.numeric.integer_number	representation.numeric.integer_number	0.4830979108810425	low		postal_header_veto:asksize	False	1
01ebeff3cd2f2e045a8bf78df5633811ff3ada7c00f8796326aa5d3e095436db	averageDailyVolume10Day	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low		postal_header_veto:averagedailyvolume10day	False	1
14d9f16204528760cf758230144fc3fbcdd5c0e8199956d19488527c0ac06fb3	zip	representation.numeric.integer_number	geography.address.postal_code	0.800000011920929	medium		numeric_postal_code_detection	False	0
17d6ae8605ba61f01fea7bda760e9b2a69773f74825b3e6416f8e9e316412c4b	averageDailyVolume10Day	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	representation.identifier.numeric_code	postal_header_veto:averagedailyvolume10day	False	1
d6599f8d11aa42f1e26dccf549d71603a955c2e0cd6200d8794e2ebb41ee2d67	averageDailyVolume10Day	representation.numeric.integer_number	representation.numeric.integer_number	0.40010780096054077	low		postal_header_veto:averagedailyvolume10day	False	1
30d3ae236b952a1e4cc20c3ffa1bb77c6837c590447a2d7e8e73b92f1b07bf13	otherOperatingExpenses	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low		postal_header_veto:otheroperatingexpenses	False	1
8c960b5d16d95b52abbe68d8d46a5f3df006ff9d3b3870fa66d32279fc4f9db5	modulation_default	representation.numeric.integer_number	representation.numeric.integer_number	0.9238336086273193	high		boolean_override_single_value	False	1
cad063f482842633f6b7ee0e9d3376992632ebfcea0d8e333a95a63b1284dcdd	modulation_default	representation.numeric.integer_number	representation.numeric.integer_number	0.9238336086273193	high		boolean_override_single_value	False	1
df66653260bc13f695d8e6c1ad830e785cafe8b81c179f7f3d95e2f061a8e659	SpeculativeGenerality_OneChildClass	representation.numeric.integer_number	representation.discrete.ordinal	0.5	low	representation.boolean.binary	header_hint_generic:speculativegenerality_onechildclass	False	0
89c6ca962a0d70dd0d2c28c675db0a8192200e1c191e22d60b04033cca28ebc5	Lat	geography.coordinate.latitude	geography.coordinate.latitude	0.9230896830558777	high		header_hint_cross_domain:lat	False	1
364f90339104e65f7d27f9b472cccf8b26bd817cda88df99b6c54320c01da4ed	Platystomas sellatus	representation.numeric.integer_number	representation.boolean.binary	0.9997738003730774	high		boolean_subtype_binary	False	0
414edab6aa26fdc7c89f8a8f48eae424a575c06505aee4818c151b0d65f13e83	lat	geography.coordinate.latitude	geography.coordinate.latitude	0.7995715737342834	medium		coordinate_disambiguation	False	1
bf3583351a8bb563eed907ef21d9eb86a8fbcd6c36cb1cd2a846b2b6fdebd309	latitude	geography.coordinate.latitude	geography.coordinate.latitude	0.9984815716743469	high		header_hint_cross_domain:latitude	False	1
8c20635c7481b1ca9e7e18d766ddf6c556ccda4ec1a0e10c5a4856d673b70d57	Lat	geography.coordinate.latitude	geography.coordinate.latitude	0.8347390294075012	medium		header_hint_cross_domain:lat	False	1
570ffb99b5cb1cef6086e5fa9eed2ebc003a04cdb65cec16b07f9d8f5d0e02af	longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9373834729194641	high		header_hint_cross_domain:longitude	False	1
ee06cf6b0008648d3edad648bbf9e23843e9233b14b30c24bce78a17199cdd1d	deferredLongTermLiab	representation.numeric.integer_number	finance.banking.aba_routing	0.999240517616272	high			False	0
62a97188f751b35c29690f4fc3bc9d37918d861dbff53f9fcf79945c29151d37	deferredLongTermAssetCharges	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	identity.commerce.upc	amount_bare_number_veto:deferredlongtermassetcharges	False	1
212567b961ca01b07e069d17b6694ad41a9ea675f52a2f06323ee94c0e9c9b47	deferredLongTermAssetCharges	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	finance.banking.aba_routing	checksum_substance_guard:finance.banking.aba_routing	False	1
f525a91878dd63779d341457fe78b180a551c91a632b60e77649d5a94ce48ebd	longitude	geography.coordinate.longitude	geography.coordinate.longitude	0.9994478821754456	high		header_hint_cross_domain:longitude	False	1
9965bbc456aee8ae24f8edd76bc360aacfd94b0e9c37451dc9d92a49b1482579	LoneParent	representation.numeric.integer_number	representation.numeric.integer_number	0.6226492524147034	low	representation.boolean.binary	boolean_override_integer_spread	False	1
93ca04a27e0cd355f805f640494e9076173fb8f2fa3e01cde3b5bfc2aff01457	deferredLongTermLiab	representation.numeric.integer_number	representation.identifier.increment	0.4274328052997589	low	representation.numeric.integer_number	numeric_sequential_detection	False	0
c6d517cc0770f6daa40266d32e2b8bc452f8d569c126f1f1f3011e7892950115	LoneParent	representation.numeric.integer_number	representation.numeric.integer_number	0.49955692887306213	low			False	1
165918def05d368990786932e9c77e4234da3a4ca5a8c88e1d745fcbadcad62b	longTermInvestments	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	finance.banking.aba_routing	checksum_substance_guard:finance.banking.aba_routing	False	1
2348d07fbcfe0a738ec691128661e0cdeabec692ced401c914ec1fa749bd8927	longTermDebt	representation.numeric.integer_number	representation.identifier.numeric_code	0.4887599050998688	low	identity.commerce.upc	upc_digit_count_gate:twelve_rate=0.00	False	0
56604d4c4838b433aff5c7766a388df8abbc4154a617cc716dec36e802266c3b	vz	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9996459484100342	high			False	1
a5f2df77f0beadadf9c68c8a1d7b5bd211d25ff5848f285bc48283785c0abde3	vz	representation.numeric.decimal_number	representation.numeric.decimal_number	0.9803735017776489	high			False	1
250d487bbbd27a5688b21d09d7063c2846626e4e457bd20c66ec04ad23f70381	Link	technology.internet.url	technology.internet.url	0.9947379231452942	high		header_hint_cross_domain:link	False	1
9e0fa6266e7b67f41a36b4662c24438e70dfefbae93a4d06d048df066e212933	doi_url	technology.internet.url	technology.internet.url	0.5	low	finance.crypto.ethereum_address	header_hint_cross_domain:doi_url	False	1
fb462124695ef289816aaa8c2582a83434b5dfebed30852f2fffa588f9455f99	website	technology.internet.url	technology.internet.url	1.0	high			False	1
355d4f1fa8a8f932b3bf9887cbdf5f8d12684ba10425827a02dfb06bb603da57	doi_url	technology.internet.url	technology.internet.url	0.5623171925544739	low			False	1
13697c91aa74f00a5a657192e0924bd95836c481d191cbed3f87cc0a12c103e3	participatory_space/url	technology.internet.url	technology.internet.url	0.7524392604827881	medium		header_hint_cross_domain:participatory_space/url	False	1
cae7c2a4974bcfa31de184ecd83a9688cd21ca71968e73fdbbaf7f2cedeefedd	status_link	technology.internet.url	technology.internet.url	0.7083711624145508	medium			False	1
a50fe286d661c06e01db802518a50d4674c4d46bb8bc78de37741d58f15e8a71	website	technology.internet.url	technology.internet.url	1.0	high			False	1
721a1a9eaa604337371429908206e95282b387b63195ed62ecde79cd6c96dc9f	website	technology.internet.url	technology.internet.url	1.0	high			False	1
8c7e9d1013cddb8d8d4ba487d6b3fe17a51e74942e9993ff02847595afe20dd9	website	technology.internet.url	technology.internet.url	1.0	high			False	1
0296316f6c84453949ee293bb1d32d00a6362ee83351e0c12acb5d239783f679	Eventbrite_link	technology.internet.url	technology.internet.url	0.5920823216438293	low			False	1
7c7381b9ff62973a4710957664994c0ce62ff30ad4fda75393bd30af7c27767f	link	technology.internet.url	technology.internet.url	1.0	high			False	1
b97284c3671c87dbab454995c5c9f99154cc5709062887a595026245cfce2403	website	technology.internet.url	technology.internet.url	1.0	high			False	1
e9a0dc7baeabec8b650203a5c89b97b94bb888ba80bcbe524de13715c0bed0e7	document-url	technology.internet.url	technology.internet.url	0.9586032629013062	high		header_hint_cross_domain:document-url	False	1
5399f5ab79a344dde140e591c400c482ff91e3cf4cea276ba288544dc028c167	link	technology.internet.url	technology.internet.url	0.5	low	representation.text.plain_text	header_hint_cross_domain:link	False	1
fb4cd8f29a6d8540e1a83f75768728c8cc0eb2b7030d441341fd5d2850ce7f9d	doi_url	technology.internet.url	technology.internet.url	0.9886993765830994	high			False	1
1832771d2470d40aad7258737a2a0630bdbfa3f43bfd07f2c00b93957bc0a3d1	Link	technology.internet.url	technology.internet.url	0.9947848916053772	high		header_hint_cross_domain:link	False	1
791751b5c171723af9dcc9376b78f20ed3d073f77562d9a7d34ef400e0e02d5b	box_score_url	technology.internet.url	technology.internet.url	0.7969298362731934	medium			False	1
40fee9383fbc392d3d351209c3efa25d657de0ab3d48af00d53f147815398011	doi_url	technology.internet.url	technology.internet.url	0.5	low	finance.crypto.ethereum_address	header_hint_cross_domain:doi_url	False	1
47bcf56d275eb5c81c04a3903c979da2be630a6da82c7c133bb8c61c73f34295	url_opendata	technology.internet.url	technology.internet.url	1.0	high			False	1
378946128750cbf98716c40afb6ee5d128981f03f7d0d4b107855c88f657a643	perm_unlink	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	representation.boolean.binary	url_bare_number_veto:perm_unlink	False	1
c2f075d8c417e18c73d2b5bd7989e898990c04f849e38286add743b94f8c4b89	perm_unlink	representation.numeric.integer_number	representation.numeric.integer_number	0.6000000238418579	low	representation.boolean.binary	url_bare_number_veto:perm_unlink	False	1
