id	kind	verdict	current_gold	model_pred	panel_opus	c_opus	panel_sonnet	c_sonnet	panel_haiku	c_haiku	panel_adv	agree	mean_conf	sample_values
p0049	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	50.9471965 | 50.9472931 | 50.9475722 | 50.9471935 | 50.9469948 | 50.9466661 | 50.9466561 | 50.9467793
p0050	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	50.9471965 | 50.9472931 | 50.9475722 | 50.9466561 | 50.9471935 | 50.9469948 | 50.9466661 | 50.9467793
p0051	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.6820965 | 51.6799029 | 51.6814505 | 51.6817586 | 51.6810278 | 51.6823138 | 51.6816711 | 51.6819435 | 51.6803643
p0052	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.6848403 | 51.6844047 | 51.6837918 | 51.6841974 | 51.683927
p0053	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.6409305 | 51.6438262 | 51.6447079 | 51.6469775 | 51.6461179 | 51.6439714 | 51.6237838 | 51.6263391 | 51.6446469 | 51.6376428 | 51.6480566 | 51.6453332 | 51.634321 | 51.6428787 | 51.6438429 | 51.6477755 | 51.6241721 | 51.6325634 | 51.6392224 | 51.6284972
p0054	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.7936566 | 51.7959205 | 51.795017 | 51.7943219 | 51.793811 | 51.7958812 | 51.7959694 | 51.7950402 | 51.7931637 | 51.7937135 | 51.7936042 | 51.7959293 | 51.7950401 | 51.7935725 | 51.7958348 | 51.7954111 | 51.7950541 | 51.793322
p0055	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.7927918 | 51.7936024 | 51.7929713 | 51.7949681 | 51.7954131 | 51.7939823 | 51.7933098 | 51.7958955 | 51.7932639
p0056	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.6290994 | 51.624185 | 51.6240369 | 51.624385 | 51.6246265 | 51.6288836 | 51.6242512 | 51.6232412 | 51.6274768 | 51.626161 | 51.6213176 | 51.6188151 | 51.6299653 | 51.6295728 | 51.6248607 | 51.6207333 | 51.6276389 | 51.622846 | 51.6239539 | 51.6277227
p0057	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.4899655 | 51.4894378 | 51.4925613 | 51.494478 | 51.4950331 | 51.4945628 | 51.4899633 | 51.4909474 | 51.4897042 | 51.4921598 | 51.490323 | 51.4930464 | 51.4938038 | 51.4942255 | 51.4949988 | 51.4953066 | 51.4948933 | 51.4937842 | 51.4906161 | 51.4896624
p0058	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.643079 | 51.6413829 | 51.6385301 | 51.6309643 | 51.6300831 | 51.6297242 | 51.6296352 | 51.6294675 | 51.6291827 | 51.6424382 | 51.6341429 | 51.6298583 | 51.6360722 | 51.6317694 | 51.6299448 | 51.6282976 | 51.6373144 | 51.6281485 | 51.6330982 | 51.6431103
p0059	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.6388041 | 51.6370411 | 51.6293771 | 51.6025346 | 51.6350269 | 51.6312112 | 51.6245886 | 51.6163363 | 51.614543 | 51.6092723 | 51.6009906 | 51.600998 | 51.6000115 | 51.5910862 | 51.586545 | 51.5783832 | 51.5788702 | 51.5761023 | 51.5442265 | 51.6206287
p0060	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.65027 | 51.6502701 | 51.644308 | 51.650269 | 51.6502699
p0061	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.6502648 | 51.6503229 | 51.6501637 | 51.6501347 | 51.6503205
p0062	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.6253086 | 51.6240158 | 51.6243668 | 51.6304552 | 51.6315355 | 51.6373646 | 51.6228242 | 51.6241983 | 51.6243204 | 51.629305 | 51.6297278 | 51.6333681 | 51.6363555 | 51.6414914 | 51.6462196 | 51.6264613 | 51.626838 | 51.6240296 | 51.6261115 | 51.6285093
p0063	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.7079681 | 51.7070625 | 51.7081533 | 51.708507 | 51.707524 | 51.7085375 | 51.7087359 | 51.7086407
p0064	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.868169 | 51.890164 | 51.877889 | 51.878839 | 51.944817 | 51.871448 | 51.876107 | 52.041388 | 51.886136 | 51.880304 | 51.80647 | 51.877642 | 51.860707 | 52.013376 | 51.943806 | 51.862368 | 51.926796 | 51.7783 | 51.776791 | 51.941767
p0065	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.268051 | 51.280815 | 51.239902 | 51.253292 | 51.262632 | 51.266225 | 51.225524 | 51.280974 | 51.281494 | 51.263836 | 51.262572 | 51.262599 | 51.255846 | 51.354703 | 51.355794 | 51.255833 | 51.261576 | 51.266048 | 51.252745 | 51.261669
p0066	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.98	latitude	3	0.97	51.268051 | 51.280815 | 51.253292 | 51.262632 | 51.258786 | 51.266225 | 51.355794 | 51.266048 | 51.252745 | 51.261669 | 51.357905 | 51.354159 | 51.259787 | 51.253112 | 51.268751 | 51.226766 | 51.262599 | 51.255846 | 51.280974 | 51.354703
p0067	header-heuristic	CONFIRM	geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.9	latitude	0.92	latitude	0.92	latitude	3	0.91	37.16 | 39.5 | 38.33 | 37.73 | 39.47 | 38.95 | 40.67 | 39.2 | 39.59 | 40.42 | 39.15 | 38.85 | 40.19 | 41.2 | 41.63 | 41.8 | 41.33 | 41.49 | 39.93 | 41.51
p0068	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.75	latitude	0.75	longitude	0.92	latitude	2	0.83	51.4591 | 51.62127 | 51.56735 | 51.45541 | 51.44741 | 51.50205 | 51.41971 | 51.56134 | 51.34238 | 51.37286 | 51.39734 | 51.76999 | 51.40532 | 51.49301 | 51.48136 | 51.46533 | 51.40955 | 51.6341 | 51.39035 | 51.5335
p0069	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.4192121 | 7.4149268 | 7.4150503 | 7.4110848 | 7.4208665 | 7.4190744 | 7.4166837 | 7.4153203 | 7.4168157 | 7.4148694 | 7.4197706 | 7.419075 | 7.4191824 | 7.415826 | 7.4221118 | 7.4193239 | 7.4154892 | 7.4162173 | 7.410279 | 7.4111688
p0070	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.4054759 | 7.4056941 | 7.4037167 | 7.4036925 | 7.4108738 | 7.410241 | 7.4058134 | 7.4064186 | 7.4036139 | 7.4035853 | 7.402456 | 7.4018069 | 7.4018351 | 7.404792 | 7.410942 | 7.4107026 | 7.4036671 | 7.4017666 | 7.405544 | 7.402581
p0071	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.4018841 | 7.4048067 | 7.4203939 | 7.4203891 | 7.4225959 | 7.4309668 | 7.4472009 | 7.4504665 | 7.4566649 | 7.4115066 | 7.4067787 | 7.4052507 | 7.403793 | 7.4023242 | 7.4064711 | 7.4190809 | 7.424556 | 7.4270288 | 7.4288625 | 7.435032
p0072	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.4105404 | 7.410568 | 7.4105595 | 7.4105395 | 7.4107368 | 7.4105432
p0073	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.4739114 | 7.4914812 | 7.4967916 | 7.4977935 | 7.5009141 | 7.5014692 | 7.5007424 | 7.4771243 | 7.4815003 | 7.4880688 | 7.4968702 | 7.503818 | 7.4738771 | 7.4746226 | 7.4792965 | 7.4858768 | 7.4983774 | 7.5001888 | 7.4837297 | 7.4965058
p0074	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.4659569 | 7.4680171 | 7.4682656 | 7.4729473 | 7.4730781 | 7.462985 | 7.4685944 | 7.4683448 | 7.4671492 | 7.4682724 | 7.4667515 | 7.4561312 | 7.4633331 | 7.4681284 | 7.4676114 | 7.4673802 | 7.4694796 | 7.467712 | 7.4670551 | 7.467228
p0075	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.4559431 | 7.4729555 | 7.4694405 | 7.4701083 | 7.4587886 | 7.4586063 | 7.4646703 | 7.4726341 | 7.4603311 | 7.4671294 | 7.4715578 | 7.4552163 | 7.4562337 | 7.4622892 | 7.472873 | 7.4587756 | 7.4583052 | 7.4713451 | 7.4697851 | 7.4574565
p0076	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.93	longitude	0.92	longitude	0.92	longitude	3	0.92	7.5162223 | 7.5131015 | 7.5193992 | 7.5133385 | 0.0 | 7.5164637
p0077	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.4733665 | 7.4733678 | 7.4724594 | 7.4734274 | 7.4733653
p0078	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.8528743 | 7.8534904 | 7.8513404 | 7.8511149 | 7.8519464 | 7.8512747
p0079	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	6.9463407 | 6.9460471 | 6.9468089 | 6.9477072 | 6.9460698 | 6.9477154 | 6.9483269 | 6.9474948
p0080	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	6.9474948 | 6.9463407 | 6.9460471 | 6.9468089 | 6.9477072 | 6.9460698 | 6.9477154 | 6.9483269
p0081	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.8153838 | 7.8141138 | 7.8167912 | 7.8147547 | 7.8176819 | 7.8174929 | 7.8161991 | 7.8171837 | 7.816951
p0082	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.8311964 | 7.8259587 | 7.826579 | 7.8297706 | 7.8280182
p0083	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.8471073 | 7.8440978 | 7.8445845 | 7.8453201 | 7.8444023 | 7.8445467 | 7.8468454 | 7.8461185 | 7.8459204 | 7.8452751 | 7.8474768 | 7.8471713 | 7.8456032 | 7.8449706 | 7.8470492 | 7.8451038 | 7.8444037 | 7.8459533 | 7.8449159 | 7.8451275
p0084	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.6165339 | 7.6166245 | 7.6159197 | 7.6141395 | 7.6285336 | 7.6177844 | 7.6151872 | 7.6135599 | 7.6253045 | 7.6201146 | 7.6167541 | 7.6147934 | 7.6136301 | 7.6311776 | 7.623115 | 7.6165823 | 7.6165821 | 7.6171569
p0085	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.6159065 | 7.6170613 | 7.6212068 | 7.6165267 | 7.6140722 | 7.6136415 | 7.6179291 | 7.6147369 | 7.6169159
p0086	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.8569867 | 7.8731651 | 7.875601 | 7.9233601 | 7.9199048 | 7.8627735 | 7.8656227 | 7.9176917 | 7.8838684 | 7.9162919 | 7.9231003 | 7.8691956 | 7.8711542 | 7.8861899 | 7.890032 | 7.892547 | 7.894252 | 7.9105962 | 7.9194709 | 7.8573993
p0087	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.4055579 | 7.4017798 | 7.4018363 | 7.420322 | 7.4204462 | 7.4071657 | 7.4115276 | 7.4043086 | 7.403703 | 7.4147785 | 7.4152347 | 7.4191422 | 7.4248352 | 7.4157057 | 7.4160014 | 7.414927 | 7.4120476 | 7.4109894 | 7.4031928 | 7.4020141
p0088	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.8457662 | 7.8555364 | 7.8485786 | 7.8451046 | 7.8534539 | 7.8552372 | 7.8547366 | 7.8557059 | 7.8557461 | 7.8536579 | 7.8511169 | 7.8511373 | 7.8524545 | 7.8543169 | 7.8468705 | 7.8478769 | 7.8521496 | 7.8490822 | 7.8487074 | 7.8441949
p0089	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.8461078 | 7.8469834 | 7.8425376 | 7.7409951 | 7.7219355 | 7.681967 | 7.6756605 | 7.6703445 | 7.6281083 | 7.6091275 | 7.5876208 | 7.5814168 | 7.5585355 | 7.5545687 | 7.4934157 | 7.5105235 | 7.8443488 | 7.8447346 | 7.8464151 | 7.8228
p0090	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.8508329 | 7.8507204 | 7.846381 | 7.8507546 | 7.8507519
p0091	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.8512601 | 7.8509227 | 7.8508461 | 7.8508684 | 7.8512434
p0092	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.8594865 | 7.854686 | 7.8450051 | 7.8495672 | 7.8506199 | 7.8983342 | 7.8634305 | 7.8560288 | 7.8541381 | 7.8532161 | 7.852221 | 7.9100552 | 7.8903273 | 7.8808567 | 7.8652854 | 7.8551062 | 7.9110213 | 7.8618926 | 7.8557849 | 7.8468027
p0093	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.98	longitude	3	0.97	7.5477524 | 7.5473094 | 7.5487798 | 7.5473312 | 7.5482395 | 7.5480358 | 7.5472119 | 7.5470537
p0094	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.9	longitude	0.92	longitude	0.92	longitude	3	0.91	0.440652 | 0.598066 | 0.543869 | 0.555536 | 0.63265 | 0.578255 | 0.557584 | 0.535404 | 0.59318 | 0.549775 | 0.563915 | 0.740376 | 0.558907 | 0.637535 | 0.552284 | 0.561304 | 0.555406 | 0.562537 | 0.589975 | 0.552781
p0095	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.95	longitude	3	0.96	-1.144756 | -1.375911 | -1.096027 | -1.172679 | -1.0878 | -1.087786 | -1.257512 | -1.101538 | -1.086569 | -1.073897 | -1.086105 | -1.089371 | -1.089191 | -1.057254 | -1.089837 | -1.076991 | -1.119274 | -1.108218 | -1.10259 | -1.395019
p0096	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.95	longitude	3	0.96	-1.100125 | -1.172679 | -1.0878 | -1.087786 | -1.08414 | -1.096027 | -1.257512 | -1.086105 | -1.089371 | -1.089191 | -1.073897 | -1.337799 | -1.089837 | -1.342453 | -1.041187 | -1.076991 | -1.085948 | -1.119274 | -1.10259 | -1.098058
p0097	header-heuristic	CONFIRM	geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.92	longitude	0.97	longitude	0.95	longitude	3	0.95	-116.02 | -96.23 | -95.57 | -90.22 | -91.94 | -89.94 | -90.33 | -87.9 | -87.67 | -87.5 | -87.07 | -85.85 | -86.34 | -86.54 | -85.64 | -85.69 | -89.68 | -83.99 | -83.4 | -82.93
p0098	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.9	decimal_number	0.88	decimal_number	3	0.89	-0.1743540918 | -0.2970411003 | 0.0697518512 | -0.2968172744 | 0.2638371584 | 0.8865254635 | -0.2636137174 | -0.8858231495 | 0.4089011481 | 0.8028144009 | 1.2239318904 | -0.3980923617 | 0.0891841811 | -0.3606782043 | -0.5190120734 | 0.2896121439 | -0.7150384019 | 0.8040689534 | 0.2415638821 | -1.0457651916
p0099	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.9	decimal_number	0.88	decimal_number	3	0.89	0.7697499917 | -2.617253709 | -0.0038008863 | -0.2054893786 | 1.8127687129 | -0.984229348 | -0.2639202487 | 1.4353381299 | 1.3950145324 | -0.0536370581 | 0.8603383756 | -0.5826371212 | -1.0788636114 | -2.5569133989 | 1.8567435852 | -1.1690370997 | 0.8297838434 | 0.1361037868 | 0.4211144646 | -1.1653324484
p0100	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.9	decimal_number	0.85	decimal_number	3	0.88	0.238254101 | -0.796794527 | -0.0108368189 | -0.1463641074 | -0.2378421105 | -0.2055005829 | -0.9290712847 | 0.386624319 | -0.4379176423 | -0.0545614265 | -0.4166630507 | -0.0938654788 | -0.8509338478 | 0.0854716844 | -0.3295647132 | -0.1649683491 | -0.5261068361 | -0.3751630952 | -0.3280663463 | -0.3043071942
p0101	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.88	longitude	0.65	decimal_number	0.85	decimal_number	2	0.86	12.59 | 12.46 | 12.52 | 12.7 | 13.12 | 11.526 | 11.357 | 12.73 | 12.74 | 12.64 | 12.7442596 | 12.63750839 | 12.97901082 | 13.00893307 | 12.91538215 | 12.84284878 | 13.00265002 | 12.42121291 | 13.04348087 | 13.27274394
p0102	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.88	longitude	0.65	decimal_number	0.85	decimal_number	2	0.86	12.49 | 13.03 | 12.61 | 13.51 | 13.57 | 12.77 | 13.18 | 11.5255930423736 | 11.3571126461029 | 11.4055514335632 | 12.43 | 12.34 | 12.9797449111938 | 12.1879386901855 | 13.107477903366 | 13.1098229885101 | 12.5184051990509 | 12.3291194438934 | 12.4489703178405 | 13.2707703113555
p0103	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.88	longitude	0.6	decimal_number	0.85	decimal_number	2	0.86	13.1864354610443 | 13.42 | 13.52 | 13.58 | 13.0961828231811 | 13.8813865184783 | 12.8920657634735 | 12.4654326438903 | 13.79 | 17.02 | 12.98 | 16.36 | 17.41 | 17.1 | 17.1647398471832 | 16.4824833869934 | 17.4046113491058 | 17.3718163967132 | 18.0233662128448 | 17.4222824573516
p0104	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.88	longitude	0.6	decimal_number	0.85	decimal_number	2	0.86	18.777 | 21.648 | 22.451 | 21.94 | 22.426 | 22.304 | 22.72420645 | 29.253 | 25.264 | 23.941 | 27.961 | 21.435 | 27.05157971 | 23.67960334 | 22.117 | 18.356 | 23.897 | 23.566 | 22.434 | 21.12161851
p0105	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.85	decimal_number	0.85	decimal_number	3	0.87	21.1908 | 0.405169 | 0.343497 | 0.37345 | 22.0357 | 0.412278 | 22.6634 | 0.497575 | 21.9763 | 22.3499 | 0.70577 | 0.381557 | 22.3102 | 22.7103 | 22.6617 | 0.612439 | 0.579978 | 21.9824 | 0.442587 | 22.7046
p0106	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.85	decimal_number	0.85	decimal_number	3	0.87	0.563246 | 22.0284 | 0.376579 | 22.1853 | 22.0071 | 0.446564 | 21.9759 | 22.0373 | 21.9691 | 0.419207 | 21.9846 | 0.577919 | 0.32129 | 0.379819 | 22.02 | 22.173 | 0.490071 | 0.300276 | 0.300795 | 0.381046
p0107	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.92	decimal_number	0.9	decimal_number	3	0.91	0.133827 | 0.15623 | 0.133254 | 0.133428 | 0.133852 | 0.133447 | 0.156778 | 0.133619 | 0.13295 | 0.133439 | 0.203397 | 0.154393 | 0.132673 | 0.133388 | 0.132935 | 0.177982 | 0.159363 | 0.133813 | 0.133652 | 0.132729
p0108	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.92	decimal_number	0.9	decimal_number	3	0.91	0.910362 | 0.989883 | 0.854517 | 1.17321 | 0.931718 | 0.929178 | 0.965277 | 1.24361 | 1.17702 | 1.00693 | 1.1278 | 0.938673 | 1.16967 | 1.51752 | 0.85312 | 1.32765 | 0.972956 | 0.841932 | 0.845835 | 0.898733
p0109	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.92	decimal_number	0.9	decimal_number	3	0.91	0.555 | 0.551373 | 0.532712 | 0.539145 | 0.609096 | 0.503333 | 0.585476 | 0.554259 | 0.52754 | 0.5348 | 0.543247 | 0.549684 | 0.572529 | 0.577035 | 0.581149 | 0.618866 | 0.57725 | 0.5925 | 0.551562 | 0.552551
p0110	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.92	decimal_number	0.9	decimal_number	3	0.91	0.635357 | 0.6974 | 0.691429 | 0.700795 | 0.698229 | 0.647021 | 0.654388 | 0.7525 | 0.695 | 0.645 | 0.683913 | 0.697692 | 0.682258 | 0.669118 | 0.688776 | 0.676792 | 0.676 | 0.671875 | 0.662059 | 0.665214
p0111	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.92	decimal_number	0.9	decimal_number	3	0.91	0.261866 | 0.348895 | 0.358199 | 0.344119 | 0.335965 | 0.281765 | 0.300943 | 0.348953 | 0.355649 | 0.362529 | 0.258189 | 0.236167 | 0.356011 | 0.355215 | 0.366805 | 0.340431 | 0.344967 | 0.336378 | 0.334409 | 0.326735
p0112	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.92	decimal_number	0.9	decimal_number	3	0.91	0.372368 | 0.368889 | 0.370606 | 0.372105 | 0.367021 | 0.367981 | 0.366349 | 0.367109 | 0.368731 | 0.370274 | 0.372151 | 0.371761 | 0.339444 | 0.356923 | 0.37 | 0.306 | 0.328571 | 0.37125 | 0.367283 | 0.3701
p0113	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.92	decimal_number	0.9	decimal_number	3	0.91	0.82125 | 0.847 | 0.843056 | 0.843 | 0.832432 | 0.833293 | 0.83369 | 0.834167 | 0.8275 | 0.82537 | 0.825 | 0.829 | 0.845588 | 0.831207 | 0.831875 | 0.832286 | 0.834222 | 0.827869 | 0.827385 | 0.825449
p0114	header-heuristic	CONFIRM	representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.9	decimal_number	0.92	decimal_number	0.9	decimal_number	3	0.91	0.679453 | 0.685137 | 0.654992 | 0.655194 | 0.644888 | 0.644847 | 0.631056 | 0.634734 | 0.631647 | 0.63339 | 0.678112 | 0.677817 | 0.66075 | 0.634799 | 0.641988 | 0.648631 | 0.680246 | 0.676977 | 0.652459 | 0.65307
p0115	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	2006 | 1998 | 1992 | 1986 | 2016 | 2014 | 2009 | 1996 | 1993 | 1988 | 1984 | 2012 | 2003 | 2002 | 1983 | 2004 | 2000 | 1980 | 2011 | 2010
p0116	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1983 | 1997 | 1987 | 1986 | 2002 | 1985
p0117	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1994 | 2003 | 1999 | 2001 | 2002 | 1995 | 1998 | 2000 | 1997 | 1996
p0118	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.93	year	0.92	year	0.9	year	3	0.92	1983 | 2012 | 1980 | 2011 | 1993 | 1979 | 1978 | 1984 | 1985 | 1995 | 1976 | 2016 | 2001 | 2003 | 0 | 1977 | 2006 | 1982 | 2014 | 2018
p0119	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	1994 | 2003 | 1999 | 2001 | 2002 | 1998 | 2000 | 1997 | 1996 | 1995
p0120	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	2019 | 2012 | 1997 | 2008 | 2014 | 2011 | 2006 | 2010 | 2016 | 2005 | 2004 | 2018 | 1998 | 2009 | 2003 | 2017 | 1999 | 2020
p0121	header-heuristic	CONFIRM	datetime.component.year	datetime.component.year	year	0.95	year	0.97	year	0.95	year	3	0.96	2010 | 2015 | 2017 | 2018 | 2011 | 2014 | 2012 | 2013 | 2016
