bucket	column_name	gold	sense_pred	composed_pred	sha
d_both_right	counts	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	4a63df555132
d_both_right	County	geography.location.region	geography.location.region	geography.location.region	4a734ce50eee
c_both_wrong	group_id:id	representation.identifier.alphanumeric_id	representation.text.plain_text	representation.text.plain_text	4a78e379fcee
a_sharpen_rescued	country_code_filter	geography.location.country_code	geography.location.region	geography.location.country_code	4a8c9e08d151
d_both_right	Count_read	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	4a97818bccd5
a_sharpen_rescued	msg_id	representation.identifier.alphanumeric_id	identity.commerce.isbn	representation.identifier.alphanumeric_id	4a97818bccd5
d_both_right	country_id	geography.location.country	geography.location.country	geography.location.country	4b3ba0a557e1
d_both_right	gbif_id	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	4c222c9806db
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	4c960d445e3b
d_both_right	Points	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	4d21b55e791b
d_both_right	country_id	geography.location.country_code	geography.location.country_code	geography.location.country_code	4d3a70cb1012
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	4d92084db55e
d_both_right	gmtOffSetMilliseconds	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	4d92084db55e
d_both_right	countryCode	geography.location.country_code	geography.location.country_code	geography.location.country_code	4d936fe27bc0
d_both_right	PermissionDate	datetime.date.iso	datetime.date.iso	datetime.date.iso	4da9e61b29c3
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	4dccbd38a799
a_sharpen_rescued	state	geography.location.state_code	geography.location.region	geography.location.state_code	4e47c8baa93e
c_both_wrong	Class	representation.text.plain_text	representation.text.entity_name	representation.discrete.ordinal	4f7bba6e3db7
d_both_right	92.14	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	4f8040b9e692
d_both_right	mean_acc_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	4f8d5951ce48
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	4fa2e6624f82
c_both_wrong	state	representation.text.word	representation.text.entity_name	geography.location.state	4fc6f39cba4d
d_both_right	HsPrc ($10,000)	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	4fc8af753cae
d_both_right	TEAM_CITY	geography.location.city	geography.location.city	geography.location.city	4fe1db625f73
c_both_wrong	earningsTimestampStart	datetime.epoch.unix_seconds	identity.commerce.isbn	unknown	503d38d0232c
d_both_right	_city	geography.location.city	geography.location.city	geography.location.city	51d2729c5ed0
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	51ede784ec2b
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	523b85f058b1
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	523b85f058b1
d_both_right	default_resurrection_district_id	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	526c5ec70e97
d_both_right	gmtOffSetMilliseconds	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	52964fb752fa
c_both_wrong	Created	datetime.epoch.unix_seconds	representation.numeric.decimal_number	representation.numeric.decimal_number	52f858cb5419
a_sharpen_rescued	Comments	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	534fc5126bf9
a_sharpen_rescued	link	technology.internet.url	datetime.timestamp.iso_8601_micros_offset	technology.internet.url	5399f5ab79a3
a_sharpen_rescued	link_type	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	53c647056003
a_sharpen_rescued	4. District [5a7c1da469602a176d801434]	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	5426eab639d6
d_both_right	County	geography.location.region	geography.location.region	geography.location.region	547d8baaf254
d_both_right	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	54ddb65c43e8
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	553a0ca48066
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	553a0ca48066
a_sharpen_rescued	Smart 198: Offline_Uncorrectable (Raw Value)	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	5599cffafabc
c_both_wrong	food_category	representation.text.word	representation.text.entity_name	representation.text.entity_name	55bca008756c
a_sharpen_rescued	ADDRESS STATE	geography.location.state_code	geography.location.region	geography.location.state_code	55ec72a260e9
d_both_right	nct_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	56139b2956c2
d_both_right	vz	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	56604d4c4838
d_both_right	longitude	geography.coordinate.longitude	geography.coordinate.longitude	geography.coordinate.longitude	570ffb99b5cb
c_both_wrong	Class	representation.text.plain_text	representation.text.word	representation.discrete.ordinal	5718223629d1
c_both_wrong	TEAM_ID	representation.numeric.integer_number	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	576873586a68
d_both_right	3.791666667	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	5787a7d83c3f
d_both_right	Last_Date	datetime.date.iso	datetime.date.iso	datetime.date.iso	579649e88bbb
d_both_right	changeToNetincome	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	579c74119663
d_both_right	project_number	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	583902414a1d
d_both_right	BirthDate	datetime.date.iso	datetime.date.iso	datetime.date.iso	58636addcb9f
a_sharpen_rescued	country	geography.location.country_code	geography.location.region	geography.location.country_code	58bbb3130117
a_sharpen_rescued	failure	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	5902bad1104e
c_both_wrong	TEAM_ABBREVIATION	representation.text.word	representation.identifier.alphanumeric_id	unknown	59300cf6baf8
a_sharpen_rescued	Count_read	representation.numeric.integer_number	datetime.component.year	representation.numeric.integer_number	5979e6939126
d_both_right	__index_level_8__	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	597ea9cdbacf
d_both_right	PC	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	599b0e1ba539
d_both_right	URL	technology.internet.url	technology.internet.url	technology.internet.url	59b4090bad66
d_both_right	netIncome	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	59fde6e92f3e
a_sharpen_rescued	msg_id	representation.identifier.alphanumeric_id	identity.commerce.isbn	representation.identifier.alphanumeric_id	5b58a2fcc543
c_both_wrong	ID	representation.numeric.integer_number	representation.identifier.numeric_code	representation.identifier.increment	5b72608c4149
a_sharpen_rescued	Latitude	geography.coordinate.latitude	representation.numeric.decimal_number	geography.coordinate.latitude	5c417a308650
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	5c417a308650
a_sharpen_rescued	otherLiab	representation.numeric.integer_number	identity.commerce.isbn	representation.numeric.integer_number	5ca397790743
c_both_wrong	Class	representation.text.plain_text	representation.text.entity_name	representation.discrete.ordinal	5cf5cb1a0135
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	5d625ca5d2ee
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	5d625ca5d2ee
d_both_right	ADDRESS CITY	geography.address.full_address	geography.address.full_address	geography.address.full_address	5d7ed78d0229
c_both_wrong	Class	representation.text.plain_text	representation.text.word	representation.discrete.ordinal	5e9839c9acea
d_both_right	City	geography.location.city	geography.location.city	geography.location.city	5ec8388e47eb
d_both_right	county	geography.location.region	geography.location.region	geography.location.region	5f48e9e4d978
c_both_wrong	date_of_transfer	datetime.timestamp.sql_standard	datetime.timestamp.rfc_3339	unknown	5f48e9e4d978
a_sharpen_rescued	district	geography.location.region	geography.location.city	geography.location.region	5f48e9e4d978
a_sharpen_rescued	duration	representation.text.word	representation.boolean.initials	representation.text.word	5f48e9e4d978
a_sharpen_rescued	postcode	geography.address.postal_code	identity.medical.hcpcs	geography.address.postal_code	5f48e9e4d978
c_both_wrong	price	finance.currency.amount	representation.numeric.integer_number	representation.numeric.integer_number	5f48e9e4d978
a_sharpen_rescued	property_type	representation.text.word	representation.boolean.initials	representation.text.word	5f48e9e4d978
c_both_wrong	street	representation.text.plain_text	geography.address.street_name	geography.address.street_address	5f48e9e4d978
d_both_right	town_city	geography.location.city	geography.location.city	geography.location.city	5f48e9e4d978
c_both_wrong	transaction_id	representation.identifier.alphanumeric_id	identity.commerce.isbn	unknown	5f48e9e4d978
d_both_right	Type	representation.text.word	representation.text.word	representation.text.word	5f935eb98f44
c_both_wrong	state	representation.text.word	representation.text.entity_name	geography.location.state	5f9abf9f8623
d_both_right	mood_cluster5	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	60035e692331
b_sharpen_broke	ID	representation.numeric.integer_number	representation.numeric.integer_number	representation.identifier.increment	60b784212b96
a_sharpen_rescued	Latitude	geography.coordinate.latitude	representation.numeric.decimal_number	geography.coordinate.latitude	60da311bee2c
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	60da311bee2c
d_both_right	Last_Date	datetime.date.iso	datetime.date.iso	datetime.date.iso	61ca5ada1bcd
c_both_wrong	T:StockSharp.Poloniex.PoloniexMessageAdapter/summary	representation.text.plain_text	representation.text.entity_name	representation.text.entity_name	61dfa686d672
d_both_right	variable description (or question text)	representation.text.plain_text	representation.text.plain_text	representation.text.plain_text	61e94053345c
c_both_wrong	Created (UTC)	datetime.timestamp.dmy_hm	representation.text.plain_text	representation.text.plain_text	620339fde048
d_both_right	id	geography.location.country_code	geography.location.country_code	geography.location.country_code	62049f6cc156
d_both_right	Received Date	datetime.date.iso	datetime.date.iso	datetime.date.iso	6233173fe5b7
d_both_right	project_number	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	626dd30d41fe
d_both_right	mean_acc_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	6299249d3b08
d_both_right	mean_kappa_[M0]	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	6299249d3b08
d_both_right	deferredLongTermAssetCharges	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	62a97188f751
d_both_right	isbn	identity.commerce.isbn	identity.commerce.isbn	identity.commerce.isbn	6368dbb38e8c
d_both_right	country	geography.location.country	geography.location.country	geography.location.country	638ac3921b17
d_both_right	fullTimeEmployees	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	638ac3921b17
b_sharpen_broke	template_name	representation.text.plain_text	representation.text.plain_text	unknown	63a880598aae
d_both_right	totalOtherIncomeExpenseNet	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	64050a47f6c8
c_both_wrong	Submission Time	datetime.epoch.unix_milliseconds	identity.commerce.ean	identity.commerce.ean	64d80ef718fd
d_both_right	Target Date	datetime.date.iso	datetime.date.iso	datetime.date.iso	6649907025a1
a_sharpen_rescued	checkoutmonth	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	66638b7387c9
d_both_right	checkouts	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	66638b7387c9
c_both_wrong	checkouttype	representation.text.word	geography.address.street_suffix	geography.address.street_suffix	66638b7387c9
d_both_right	checkoutyear	datetime.component.year	datetime.component.year	datetime.component.year	66638b7387c9
d_both_right	creator	identity.person.full_name	identity.person.full_name	identity.person.full_name	66638b7387c9
d_both_right	isbn	identity.commerce.isbn	identity.commerce.isbn	identity.commerce.isbn	66638b7387c9
c_both_wrong	materialtype	representation.text.word	technology.internet.http_method	technology.internet.http_method	66638b7387c9
c_both_wrong	publicationyear	datetime.component.year	technology.development.calver	unknown	66638b7387c9
d_both_right	publisher	representation.text.entity_name	representation.text.entity_name	representation.text.entity_name	66638b7387c9
d_both_right	title	representation.text.plain_text	representation.text.plain_text	representation.text.plain_text	66638b7387c9
c_both_wrong	usageclass	representation.text.word	datetime.component.periodicity	representation.discrete.ordinal	66638b7387c9
d_both_right	TEAM_CITY	geography.location.city	geography.location.city	geography.location.city	671aea5a4041
d_both_right	ADDRESS CITY	geography.address.full_address	geography.address.full_address	geography.address.full_address	67277adb7a9c
d_both_right	id	technology.internet.url	technology.internet.url	technology.internet.url	672f2a8ac601
d_both_right	esgPopulated	representation.boolean.terms	representation.boolean.terms	representation.boolean.terms	6761fd7f78e3
c_both_wrong	TEAM_ABBREVIATION	representation.text.word	geography.transportation.iata_code	geography.transportation.iata_code	677387bddd75
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	67a7484e239d
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	67a7484e239d
d_both_right	fiftyTwoWeekLowChange	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	67eee8e0a50f
d_both_right	compensationAsOfEpochDate	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	6800f55003d9
d_both_right	entry-date	datetime.date.iso	datetime.date.iso	datetime.date.iso	6848f4c262e6
c_both_wrong	noc	representation.numeric.integer_number	representation.boolean.binary	representation.boolean.binary	687f3b2a8673
b_sharpen_broke	coord_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	unknown	68c33f46033f
d_both_right	longName	representation.text.entity_name	representation.text.entity_name	representation.text.entity_name	69a622bd322a
d_both_right	Year	datetime.component.year	datetime.component.year	datetime.component.year	6b01c2890476
a_sharpen_rescued	lat	geography.coordinate.latitude	representation.numeric.decimal_number	geography.coordinate.latitude	6b40faab0b06
d_both_right	lon	geography.coordinate.longitude	geography.coordinate.longitude	geography.coordinate.longitude	6b40faab0b06
d_both_right	interaction_type	representation.text.word	representation.text.word	representation.text.word	6b8b0c0fb118
a_sharpen_rescued	bps	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	6c072596ed46
a_sharpen_rescued	Latitude	geography.coordinate.latitude	geography.coordinate.longitude	geography.coordinate.latitude	6c1c07802c34
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	6c1c07802c34
d_both_right	year	datetime.component.year	datetime.component.year	datetime.component.year	6c3fd57260da
a_sharpen_rescued	city	geography.location.city	technology.code.locale_code	geography.location.city	6d3f1610e9b8
d_both_right	start_timestamp	datetime.epoch.unix_milliseconds	datetime.epoch.unix_milliseconds	datetime.epoch.unix_milliseconds	6d96e50fdabb
a_sharpen_rescued	interestExpense	representation.numeric.integer_number	representation.numeric.decimal_number	representation.numeric.integer_number	6e3136551d99
a_sharpen_rescued	answer	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	6e9c77eb9315
a_sharpen_rescued	keyPressed:	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	6e9c77eb9315
d_both_right	fiftyTwoWeekLowChange	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	6f2f2efab800
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	6f3795309d28
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	6f3795309d28
d_both_right	publishedAtString	datetime.date.iso	datetime.date.iso	datetime.date.iso	6f4a83a7e7d7
d_both_right	datetime	datetime.date.iso	datetime.date.iso	datetime.date.iso	6f768b0cfa59
d_both_right	transition_25	datetime.date.iso	datetime.date.iso	datetime.date.iso	6f76b5707296
c_both_wrong	propertyPlantEquipment	representation.numeric.integer_number	identity.medical.npi	representation.text.word	6f89292ae9d3
a_sharpen_rescued	perm_unlink	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	6fb520515f5a
d_both_right	Parent	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	6fd4365f98f7
a_sharpen_rescued	rStatus	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	711b249d829a
d_both_right	gbif_id	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	715ad07bee34
d_both_right	website	technology.internet.url	technology.internet.url	technology.internet.url	721a1a9eaa60
a_sharpen_rescued	Classes 5 RegionsCount ::Classes 5 Count!!I	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	72f2f451482a
a_sharpen_rescued	DL State	geography.location.state_code	geography.location.region	geography.location.state_code	736ced102d0f
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	7378ddf58059
b_sharpen_broke	utc_offset	representation.numeric.decimal_number	representation.numeric.decimal_number	datetime.offset.utc	73b732b1c088
a_sharpen_rescued	msg_id	representation.identifier.alphanumeric_id	identity.commerce.isbn	representation.identifier.alphanumeric_id	7458208a0cdd
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	75c606cbf6c3
d_both_right	TEAM_CITY	geography.location.city	geography.location.city	geography.location.city	76b515a9486f
d_both_right	ActiveCountry StringType	representation.text.word	representation.text.word	representation.text.word	7743d82c1247
d_both_right	esgPopulated	representation.boolean.terms	representation.boolean.terms	representation.boolean.terms	777355e550d9
d_both_right	RealTime(ms)	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	77bb07b36c28
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	785932eccbb6
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	785932eccbb6
d_both_right	box_score_url	technology.internet.url	technology.internet.url	technology.internet.url	791751b5c171
d_both_right	ADDRESS CITY	geography.address.full_address	geography.address.full_address	geography.address.full_address	7922b3b07350
d_both_right	country_code	geography.location.country_code	geography.location.country_code	geography.location.country_code	794aabff8bd3
c_both_wrong	parent_id	technology.internet.url	representation.text.plain_text	representation.text.plain_text	79ccc46317f9
d_both_right	transition_25_upper_ci	datetime.date.iso	datetime.date.iso	datetime.date.iso	79d84e5d1d5d
d_both_right	longName	representation.text.entity_name	representation.text.entity_name	representation.text.entity_name	7a18e4527fd4
c_both_wrong	498176	representation.numeric.integer_number	representation.identifier.numeric_code	representation.identifier.numeric_code	7a69003c36e7
d_both_right	Activecity StringType	geography.location.city	geography.location.city	geography.location.city	7ac381cd4b78
d_both_right	ISBNs	identity.commerce.isbn	identity.commerce.isbn	identity.commerce.isbn	7ac56af0e8ce
d_both_right	Parent	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	7ad6db5a6241
d_both_right	beat_baseline-Covid19Sim-Simulator	representation.boolean.terms	representation.boolean.terms	representation.boolean.terms	7b68660e7ef2
d_both_right	esgPopulated	representation.boolean.terms	representation.boolean.terms	representation.boolean.terms	7c6eac6b1f1e
d_both_right	link	technology.internet.url	technology.internet.url	technology.internet.url	7c7381b9ff62
c_both_wrong	utc	datetime.epoch.unix_seconds	identity.commerce.isbn	representation.numeric.integer_number	7cd3be1c132c
b_sharpen_broke	link_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	technology.internet.url	7d1664008091
d_both_right	msg_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	7d1664008091
a_sharpen_rescued	d_week_seq	representation.numeric.integer_number	representation.identifier.numeric_code	representation.numeric.integer_number	7d3af784eedd
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	7d89500febc8
a_sharpen_rescued	Latitude	geography.coordinate.latitude	geography.coordinate.longitude	geography.coordinate.latitude	7e52c8463cb9
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	7e52c8463cb9
d_both_right	marketplace	geography.location.country_code	geography.location.country_code	geography.location.country_code	7e74f77c718c
d_both_right	thumbnail_link	technology.internet.url	technology.internet.url	technology.internet.url	7ea09316ccf7
d_both_right	year	datetime.component.year	datetime.component.year	datetime.component.year	7ec4c2fdcb30
d_both_right	category	representation.text.plain_text	representation.text.plain_text	representation.text.plain_text	7fbcfe44b065
d_both_right	Story	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	7fed8b560730
a_sharpen_rescued	flu report	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	808e26d6e65f
c_both_wrong	BenchmarkName	representation.identifier.alphanumeric_id	identity.commerce.isbn	unknown	81531fb4eb9b
c_both_wrong	Primary ISBN10	identity.commerce.isbn	identity.medical.npi	identity.medical.npi	817225cceea6
d_both_right	interaction_type	representation.text.word	representation.text.word	representation.text.word	81d19b2c31dc
a_sharpen_rescued	ID	representation.identifier.increment	representation.identifier.numeric_code	representation.identifier.increment	82253f3e3ebc
a_sharpen_rescued	Points	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	824f3b21cb6a
d_both_right	Parent	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	82619f78d6ea
d_both_right	PLAYER_ID	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	82833c02e7d0
a_sharpen_rescued	Lng	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	82a015cbd1d3
c_both_wrong	cell_type	representation.text.word	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	82b04ad9b4af
d_both_right	Country	geography.location.country_code	geography.location.country_code	geography.location.country_code	8331e5ebf40b
d_both_right	DateTime	datetime.date.iso	datetime.date.iso	datetime.date.iso	8370b73fbb4c
a_sharpen_rescued	exchange	representation.text.word	geography.transportation.iata_code	representation.text.word	837e31b47609
d_both_right	Provider City	geography.location.city	geography.location.city	geography.location.city	843a1d038170
a_sharpen_rescued	Provider State	geography.location.state_code	geography.location.region	geography.location.state_code	843a1d038170
d_both_right	DateTime	datetime.date.iso	datetime.date.iso	datetime.date.iso	850bdbfa9aa7
a_sharpen_rescued	citation_id	representation.identifier.alphanumeric_id	finance.securities.cusip	representation.identifier.alphanumeric_id	85605055a031
c_both_wrong	id	technology.internet.url	representation.text.plain_text	representation.text.plain_text	85acfa7bf694
d_both_right	destination_id	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	85d91d3f22fa
c_both_wrong	conversation_no	representation.numeric.integer_number	datetime.component.year	datetime.component.year	86123b08ee2d
c_both_wrong	Parent	representation.numeric.decimal_number	datetime.component.year	unknown	862d9e9e48a5
d_both_right	update_date	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	datetime.timestamp.sql_standard	866ee4ae4611
d_both_right	Baseline	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	86a6350648f7
a_sharpen_rescued	fiftyTwoWeekLowChange	representation.numeric.decimal_number	geography.coordinate.longitude	representation.numeric.decimal_number	86fdd5e04f03
a_sharpen_rescued	0.1	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	87d706850696
d_both_right	country	geography.location.country_code	geography.location.country_code	geography.location.country_code	87f33e3f51ef
d_both_right	year	datetime.component.year	datetime.component.year	datetime.component.year	88cdbfacb71b
d_both_right	Provider City	geography.location.city	geography.location.city	geography.location.city	89000102c9c6
d_both_right	Lat	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	89c6ca962a0d
a_sharpen_rescued	vz	representation.numeric.decimal_number	geography.coordinate.longitude	representation.numeric.decimal_number	89e5b847a08c
d_both_right	date	datetime.date.iso	datetime.date.iso	datetime.date.iso	8a012dc1dcab
c_both_wrong	link	representation.text.plain_text	representation.text.word	technology.internet.url	8a0cd17a3928
a_sharpen_rescued	exchange	representation.text.word	geography.location.country_code	representation.text.word	8a6728a52ce7
c_both_wrong	parent_id	technology.internet.url	representation.text.plain_text	representation.text.plain_text	8a7a38d26bd2
d_both_right	Reference Offset	representation.numeric.integer_number	representation.numeric.integer_number	representation.numeric.integer_number	8b58b9696202
d_both_right	last_seen_timestamp	datetime.epoch.unix_milliseconds	datetime.epoch.unix_milliseconds	datetime.epoch.unix_milliseconds	8b713665e11b
d_both_right	Latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	8bad4a25d792
a_sharpen_rescued	Longitude	geography.coordinate.longitude	representation.numeric.decimal_number	geography.coordinate.longitude	8bad4a25d792
c_both_wrong	noc	representation.numeric.integer_number	representation.boolean.binary	representation.boolean.binary	8bbf9b050648
a_sharpen_rescued	borough	geography.location.region	geography.location.city	geography.location.region	8bdb93de8e95
a_sharpen_rescued	expiration_date	datetime.date.mdy_slash	datetime.date.dmy_slash	datetime.date.mdy_slash	8bdb93de8e95
a_sharpen_rescued	filing_date	datetime.date.mdy_slash	datetime.date.dmy_slash	datetime.date.mdy_slash	8bdb93de8e95
c_both_wrong	filing_status	representation.text.word	technology.internet.http_method	technology.internet.http_method	8bdb93de8e95
d_both_right	gis_latitude	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	8bdb93de8e95
c_both_wrong	gis_longitude	geography.coordinate.longitude	geography.coordinate.latitude	geography.coordinate.latitude	8bdb93de8e95
c_both_wrong	gis_nta_name	representation.text.plain_text	geography.location.city	identity.person.full_name	8bdb93de8e95
a_sharpen_rescued	issuance_date	datetime.date.mdy_slash	datetime.date.dmy_slash	datetime.date.mdy_slash	8bdb93de8e95
c_both_wrong	job__	representation.numeric.integer_number	finance.banking.aba_routing	representation.text.word	8bdb93de8e95
a_sharpen_rescued	job_start_date	datetime.date.mdy_slash	datetime.date.dmy_slash	datetime.date.mdy_slash	8bdb93de8e95
c_both_wrong	job_type	representation.text.word	geography.location.state_code	geography.location.state_code	8bdb93de8e95
c_both_wrong	permit_status	representation.text.word	technology.internet.http_method	technology.internet.http_method	8bdb93de8e95
c_both_wrong	permit_type	representation.text.word	representation.scientific.protein_sequence	representation.scientific.protein_sequence	8bdb93de8e95
c_both_wrong	street_name	representation.text.plain_text	geography.address.street_name	identity.person.full_name	8bdb93de8e95
c_both_wrong	work_type	representation.text.word	representation.discrete.ordinal	representation.discrete.ordinal	8bdb93de8e95
a_sharpen_rescued	zip_code	geography.address.postal_code	representation.identifier.numeric_code	geography.address.postal_code	8bdb93de8e95
d_both_right	Lat	geography.coordinate.latitude	geography.coordinate.latitude	geography.coordinate.latitude	8c20635c7481
d_both_right	website	technology.internet.url	technology.internet.url	technology.internet.url	8c7e9d1013cd
c_both_wrong	Type	representation.text.word	representation.text.entity_name	representation.text.entity_name	8c8dfc18020d
a_sharpen_rescued	modulation_default	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	8c960b5d16d9
c_both_wrong	longTermDebt	representation.numeric.integer_number	datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	8c9b0b1186ee
d_both_right	LayerName	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	8d0e45b1d495
d_both_right	vx	representation.numeric.decimal_number	representation.numeric.decimal_number	representation.numeric.decimal_number	8d286b5bc73b
a_sharpen_rescued	3. State [5a7c1da369602a176d801427]	representation.numeric.integer_number	representation.boolean.binary	representation.numeric.integer_number	8d3231032f00
d_both_right	day_label_filter	datetime.date.iso	datetime.date.iso	datetime.date.iso	8d329881304e
d_both_right	Timezone	datetime.offset.iana	datetime.offset.iana	datetime.offset.iana	8d407a9c6339
